CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Medium,Very High,AlwaysWearMasks,micropolitan,Democratic,Very High,>10 People Prohibited,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,Very High,>10 People Prohibited,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,High,Lifted,Medium
Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Low
Even,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Lifted,Very High
Even,Low,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Lifted,High
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Lifted,High
Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Lifted,Medium
Even,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Low
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,,Republican,Low,Lifted,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,RarelyWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Low,Lifted,High
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,High,Lifted,Very High
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Republican,Very Low,High,AlwaysWearMasks,metropolitan,Republican,Very High,Expanded Limit to Greater Than 25,High
Leaning Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to Greater Than 25,Very High
Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,High,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,High,Lifted,Low
Heavily Republican,High,Low,FrequentlyWearMasks,metropolitan,Republican,Medium,Lifted,Low
Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Medium
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Medium
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,High
Leaning Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very High,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Democratic,Low,>10 People Prohibited,Low
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Low,>10 People Prohibited,High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Republican,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Even,High,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Low,AlwaysWearMasks,micropolitan,Republican,High,Lifted,High
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Low,AlwaysWearMasks,micropolitan,Democratic,Low,Lifted,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,>10 People Prohibited,Medium
Leaning Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,High
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Medium,Very High,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Low
Republican,High,Very Low,FrequentlyWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Republican,Low,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,Lifted,Very High
Heavily Republican,Low,High,SometimesWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,Low,Very Low,FrequentlyWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Medium,Medium,FrequentlyWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,High,High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,High
Heavily Republican,High,Very High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,Lifted,High
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Medium,NeverWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,AlwaysWearMasks,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,High
Heavily Republican,High,Very High,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Low,Lifted,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Medium
Leaning Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Medium
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Very Low,SometimesWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Very Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Low
Leaning Republican,Very High,Low,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Low
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Even,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Medium
Leaning Republican,High,Medium,AlwaysWearMasks,micropolitan,Democratic,Low,>10 People Prohibited,Very High
Democrat,Very Low,High,AlwaysWearMasks,micropolitan,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Heavily Republican,Low,Very Low,FrequentlyWearMasks,micropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Very Low,High,NeverWearMasks,noncore,Republican,Medium,Lifted,Medium
Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Medium
Heavily Democrat,Very Low,Medium,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Medium,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Low
Leaning Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Leaning Republican,Medium,Low,AlwaysWearMasks,micropolitan,Republican,Very High,New Limit on Large Gatherings in Place,High
Republican,Medium,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Republican,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Very High,>10 People Prohibited,Medium
Even,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,>10 People Prohibited,Medium
Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Republican,Low,Lifted,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,High,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Republican,Very High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Low,FrequentlyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Republican,High,Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,>10 People Prohibited,Low
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Low
Heavily Republican,High,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Low
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Low
Even,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Even,Low,Medium,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,High,Lifted,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Medium
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Very High,>10 People Prohibited,Medium
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Low,High,SometimesWearMasks,noncore,Republican,Very High,Lifted,High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Low,Lifted,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Even,High,Low,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Leaning Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Medium,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,Medium,Low,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,SometimesWearMasks,micropolitan,Democratic,High,Lifted,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,High,Expanded Limit to Greater Than 25,Very Low
Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Republican,High,Very Low,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,FrequentlyWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Very High,Low,FrequentlyWearMasks,micropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Medium
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,Lifted,High
Heavily Republican,Low,Medium,FrequentlyWearMasks,micropolitan,Republican,High,Lifted,High
Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Low,Lifted,High
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Medium,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Low
Heavily Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Medium,Lifted,Very High
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,Lifted,Very High
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Low
Even,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,High
Heavily Democrat,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Very High,Expanded Limit to 25 or Fewer,Low
Heavily Republican,High,Medium,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to 25 or Fewer,Low
Republican,High,Very Low,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Leaning Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very Low
Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,High,Lifted,High
Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Very Low
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,High,Low,AlwaysWearMasks,metropolitan,Democratic,High,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,High,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Low
Heavily Republican,Medium,Very Low,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Even,Medium,Very Low,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Very Low
Leaning Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,High
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Republican,Medium,High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Leaning Democrat,Low,High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Low
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Lifted,Medium
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
