CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,Medium,Low,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,High,Medium,Low,micropolitan,Republican,Low,Lifted,Low
Heavily Republican,Low,Very Low,Low,noncore,Republican,Low,Expanded Limit,Low
Even,Very High,Low,High,metropolitan,Republican,Medium,Expanded Limit,High
Heavily Republican,Low,Very High,Medium,micropolitan,Republican,Very High,Expanded Limit,Very High
Heavily Republican,Very Low,Very High,Medium,micropolitan,Republican,High,Expanded Limit,High
Even,Low,Medium,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,Low,metropolitan,Republican,Medium,Lifted,Low
Heavily Republican,Low,Medium,Low,noncore,Republican,High,Lifted,Low
Heavily Republican,Medium,Low,Low,noncore,Democratic,Very High,Lifted,Medium
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,High,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Very Low,Medium,metropolitan,Democratic,Very High,Gatherings Prohibited,Medium
Heavily Democrat,Very Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Low,Medium,Low,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Low,High,Low,noncore,Republican,Very High,Lifted,High
Heavily Republican,Low,Low,Low,noncore,Republican,Low,Lifted,Low
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Lifted,Medium
Even,Very High,Low,High,micropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,High,Low,Medium,noncore,Republican,High,Expanded Limit,Very Low
Heavily Republican,Medium,High,Medium,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Very Low,High,Medium,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,Medium,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Leaning Republican,Very Low,High,Medium,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,Very Low,Low,noncore,Republican,Very High,Lifted,High
Heavily Republican,Medium,Low,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Low,Low,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Medium,Very High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Medium,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,Medium,Low,Medium,noncore,Republican,High,Expanded Limit,Very Low
Heavily Republican,Very Low,Very High,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,Low,micropolitan,Democratic,High,Lifted,Very High
Heavily Republican,Medium,Low,Medium,micropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Very High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,High,metropolitan,Democratic,High,Expanded Limit,Very Low
Republican,Medium,Medium,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Republican,High,Very Low,Low,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,Medium,micropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,Very High,Low,Low,micropolitan,Republican,Medium,Expanded Limit,Medium
Heavily Republican,Low,High,Low,micropolitan,Republican,High,Lifted,High
Heavily Republican,Low,Medium,Low,micropolitan,Republican,High,Lifted,High
Republican,Very High,Low,High,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Medium,Low,Low,noncore,Republican,Low,Lifted,High
Heavily Republican,Low,Very High,High,metropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Medium,High,Low,micropolitan,Republican,High,Expanded Limit,High
Heavily Democrat,Very Low,Very High,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very High,High,micropolitan,Democratic,Medium,Expanded Limit,Low
Heavily Republican,High,Low,Medium,noncore,Democratic,Medium,Lifted,Very High
Leaning Republican,Very High,Very Low,Low,metropolitan,Democratic,High,Lifted,Very High
Heavily Republican,Low,High,High,micropolitan,Democratic,Low,Expanded Limit,Low
Even,Very Low,Very High,High,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Republican,Very High,Medium,High,metropolitan,Democratic,Medium,Expanded Limit,High
Heavily Democrat,Very High,Medium,High,metropolitan,Democratic,Medium,Expanded Limit,Very High
Heavily Republican,Low,High,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,Low,metropolitan,Republican,Very High,Expanded Limit,Low
Heavily Republican,High,Medium,Low,micropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,Low,Medium,Low,noncore,Republican,Low,Expanded Limit,Low
Republican,High,Very Low,High,micropolitan,Republican,High,Expanded Limit,Low
Heavily Republican,Very Low,High,Low,micropolitan,Republican,Medium,Expanded Limit,Very Low
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Lifted,High
Heavily Republican,Medium,Medium,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very High,Medium,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Low,Medium,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,Medium,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,High,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Leaning Democrat,Very High,Low,High,metropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Medium,Low,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Republican,High,Very Low,Medium,noncore,Democratic,High,Lifted,High
Republican,Very High,Very Low,High,micropolitan,Republican,Medium,Lifted,Very Low
Heavily Republican,Very Low,Medium,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,High,Low,High,metropolitan,Democratic,High,Expanded Limit,Very Low
Heavily Republican,High,Medium,Medium,micropolitan,Republican,Low,Expanded Limit,Very Low
Heavily Republican,High,Medium,Medium,micropolitan,Republican,High,Expanded Limit,Low
Heavily Republican,Medium,Very Low,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Low,High,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,Very Low,Very High,Medium,micropolitan,Republican,Medium,Expanded Limit,High
Heavily Republican,Low,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,Medium,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Even,Medium,Very Low,High,micropolitan,Republican,Medium,Expanded Limit,Very Low
Leaning Republican,Low,High,High,noncore,Democratic,High,Expanded Limit,High
Heavily Republican,High,Medium,Medium,metropolitan,Democratic,Low,Expanded Limit,Very Low
Republican,Medium,Medium,High,noncore,Democratic,Low,Expanded Limit,Very Low
Leaning Democrat,Low,High,High,noncore,Democratic,Low,Expanded Limit,Medium
Heavily Republican,Low,High,Low,metropolitan,Democratic,Medium,Expanded Limit,Low
Heavily Republican,Medium,Very Low,Medium,noncore,Democratic,Very High,Gatherings Prohibited,Very Low
Heavily Republican,Very Low,Medium,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very High,Very Low,Low,metropolitan,Democratic,Low,Lifted,Medium
Heavily Republican,Medium,Very Low,Low,noncore,Republican,Very High,Expanded Limit,Medium
Heavily Republican,High,Low,High,micropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Low,Low,High,noncore,Democratic,Low,Expanded Limit,Very Low
Leaning Republican,High,High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Democrat,Very Low,Very High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Low,Medium,metropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,High,Medium,High,noncore,Republican,Very High,Lifted,High
Leaning Republican,High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,Very High,Very Low,High,noncore,Democratic,Low,Expanded Limit,Very Low
Republican,High,High,Medium,metropolitan,Democratic,High,Gatherings Prohibited,Medium
Heavily Republican,Medium,Very Low,Low,noncore,Republican,Very High,Expanded Limit,Low
Heavily Republican,High,Medium,High,micropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Democrat,Very High,High,High,metropolitan,Democratic,Low,Expanded Limit,High
Heavily Republican,Low,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,Medium,micropolitan,Republican,Medium,Expanded Limit,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Republican,Low,Lifted,Medium
Republican,Very High,Very Low,Medium,metropolitan,Republican,High,Lifted,High
Heavily Republican,Very High,Low,Low,metropolitan,Republican,Low,Lifted,Very High
Republican,High,Low,Low,metropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Medium,High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,Very High,Very High,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,High,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Medium,noncore,Democratic,High,Expanded Limit,Very Low
Republican,Very High,Very Low,Low,metropolitan,Democratic,High,Lifted,Medium
Heavily Republican,High,Low,Low,noncore,Republican,Very High,Expanded Limit,Low
Even,Very High,Very Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,High,High,micropolitan,Democratic,Low,Expanded Limit,Very Low
Leaning Democrat,Very Low,Very High,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Republican,Medium,Medium,Medium,metropolitan,Republican,Medium,Expanded Limit,Low
Heavily Democrat,Very High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,Medium,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,Low,noncore,Republican,Low,Lifted,Very High
Republican,High,Low,Low,noncore,Republican,Very High,Lifted,High
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very High,Very Low,High,metropolitan,Democratic,Low,Expanded Limit,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,Low,Expanded Limit,Very Low
Republican,Very High,High,High,noncore,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,High,Medium,Medium,noncore,Democratic,High,Expanded Limit,Medium
Leaning Republican,Very High,Low,High,metropolitan,Democratic,Low,Gatherings Prohibited,Very Low
Heavily Republican,Very Low,High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,High,micropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Low,Very High,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very High,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,Low,noncore,Republican,Low,Expanded Limit,Low
Republican,Medium,Low,Medium,metropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,Medium,High,Low,noncore,Republican,Very High,Lifted,Low
Republican,High,Low,Medium,metropolitan,Republican,High,Lifted,High
Republican,Medium,Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Even,Low,High,Medium,metropolitan,Republican,High,Lifted,Very High
Republican,Very Low,High,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,High,Very Low,Medium,micropolitan,Republican,Low,Lifted,High
Heavily Republican,Medium,High,Low,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Very High,Expanded Limit,Low
Heavily Republican,Low,High,Low,metropolitan,Republican,Low,Expanded Limit,Medium
Republican,Very Low,Very High,Medium,noncore,Republican,High,Expanded Limit,Very High
Heavily Republican,Very High,Very Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Very Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,High,noncore,Republican,Medium,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Low,Very High,High,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,High,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Leaning Republican,Very Low,Very High,Medium,noncore,Republican,Very High,Expanded Limit,Very High
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,Low,Expanded Limit,Medium
Republican,Low,High,Medium,micropolitan,Republican,High,Expanded Limit,Very High
Heavily Republican,High,High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Leaning Democrat,High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,Medium,noncore,Republican,Low,Lifted,Medium
Heavily Republican,High,High,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,High,Very Low,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Low,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Low,High,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Republican,Medium,Very Low,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,High,Low,noncore,Republican,Low,Lifted,Medium
Leaning Republican,Very High,Very Low,Medium,noncore,Democratic,Very High,Expanded Limit,Low
Heavily Republican,Low,Very Low,Low,noncore,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Very Low,High,Low,micropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,High,Very Low,Low,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Low,Low,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,Low,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,Low,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,Low,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,High,Low,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Leaning Democrat,Very High,Very Low,Medium,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Even,Low,Very Low,Medium,metropolitan,Democratic,Low,Lifted,High
Heavily Republican,Low,Very High,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,Very High,High,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Even,Very High,Very Low,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,Low,metropolitan,Democratic,Medium,Gatherings Prohibited,Low
Republican,Low,Very Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,Low
Heavily Republican,High,Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,High
Heavily Republican,Very Low,High,Low,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,High,Low,noncore,Republican,Low,Lifted,Medium
Leaning Republican,Very High,Very Low,High,metropolitan,Republican,Low,Lifted,Very Low
Leaning Democrat,Very Low,Medium,Low,noncore,Democratic,Very High,Expanded Limit,Very High
Heavily Republican,Medium,Low,Medium,noncore,Democratic,Very High,Expanded Limit,Low
Heavily Republican,Medium,Low,Low,noncore,Republican,Very High,Expanded Limit,Low
Leaning Democrat,High,Low,High,metropolitan,Republican,Medium,Expanded Limit,High
Heavily Republican,Very High,Very High,Medium,metropolitan,Republican,High,Expanded Limit,Very High
Heavily Republican,Very High,Very Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Low,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,Medium,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Even,Medium,Very Low,High,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Democrat,Very High,Low,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Republican,Very Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,Low,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Low,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,High,Medium,Low,metropolitan,Republican,Very High,Lifted,Very Low
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,High,Medium,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Low,Medium,metropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,Low,Medium,Low,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,Very High,Very Low,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,Medium,metropolitan,Democratic,Very High,Lifted,Low
Heavily Republican,Low,Medium,Medium,noncore,Democratic,Very High,Lifted,Very High
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Low,Lifted,High
Heavily Republican,Very Low,Very High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,High,noncore,Republican,Low,Lifted,Very Low
Heavily Republican,High,Low,Low,metropolitan,Democratic,High,Gatherings Prohibited,Low
Heavily Republican,Very High,Low,Low,metropolitan,Democratic,Very High,Gatherings Prohibited,Medium
Republican,Very Low,Low,Low,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,Very High,Medium,Medium,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Medium,Low,noncore,Republican,Low,Lifted,High
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,Low,Expanded Limit,High
Heavily Republican,Low,Very Low,Medium,noncore,Republican,Low,Expanded Limit,Low
Republican,Very Low,High,Low,noncore,Republican,Very High,Expanded Limit,High
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Democrat,High,Medium,High,metropolitan,Republican,High,Lifted,High
Republican,Very High,Very Low,Low,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Very Low,Low,micropolitan,Democratic,Very High,Lifted,High
Heavily Republican,High,Very High,Low,micropolitan,Democratic,Medium,Lifted,Very High
Heavily Republican,Very Low,Very High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Democrat,Very High,Very Low,High,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,Medium,Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,Medium
Heavily Republican,Very Low,High,High,noncore,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Low,Very Low,Low,noncore,Republican,Very High,Expanded Limit,Medium
Leaning Republican,Very Low,Very High,High,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Medium,Very High,Low,micropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Medium,High,Medium,noncore,Republican,High,Expanded Limit,High
Leaning Democrat,Very Low,Very High,High,metropolitan,Republican,Low,Expanded Limit,Very High
Leaning Republican,Medium,Low,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Leaning Democrat,High,Very Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Republican,High,Very Low,Low,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,Medium,Lifted,Low
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,High,Lifted,Low
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,Very High,Lifted,Very High
Heavily Republican,Medium,Low,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Low,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Even,High,Low,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Republican,Very High,Very Low,High,metropolitan,Republican,Low,Lifted,Low
Republican,High,Very Low,High,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Republican,Medium,Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,High
Leaning Republican,Very Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Republican,Very High,Low,Medium,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,High,Medium,noncore,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Medium,Low,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,High,Medium,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Very High,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,Medium
Even,Very High,Very Low,Medium,micropolitan,Democratic,Low,Expanded Limit,Medium
Heavily Republican,Very Low,Medium,Low,noncore,Democratic,Very High,Expanded Limit,Low
Heavily Republican,Low,Very Low,Low,noncore,Republican,Very High,Expanded Limit,High
Leaning Republican,Low,Very Low,Medium,metropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,Very High,Medium,Medium,metropolitan,Republican,Low,Expanded Limit,Low
Heavily Democrat,Very Low,High,High,metropolitan,Republican,Very High,Expanded Limit,Very High
Heavily Republican,High,Very Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,High,Low,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,High,Medium,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,High,Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Republican,Medium,Very Low,Medium,micropolitan,Democratic,Medium,Lifted,Very Low
Heavily Republican,High,Low,Low,noncore,Democratic,Very High,Lifted,Low
Heavily Republican,Very High,Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Medium,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,Gatherings Prohibited,High
Even,Very Low,Very High,Medium,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Leaning Democrat,Very Low,Very High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Medium,Low,noncore,Republican,Very High,Expanded Limit,High
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Low,Expanded Limit,High
Heavily Republican,Very Low,High,Medium,micropolitan,Republican,High,Expanded Limit,Very High
Heavily Republican,High,Very Low,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Low,Medium,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Very Low,Medium,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Medium,High,Low,noncore,Republican,Low,Lifted,Medium
