year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2008,Tennessee,TN,Chester,47023,President,Other,NA,75,6459,20191203
2008,Tennessee,TN,Claiborne,47025,President,Barack Obama,democrat,3078,10420,20191203
2008,Tennessee,TN,Claiborne,47025,President,John McCain,republican,7175,10420,20191203
2008,Tennessee,TN,Claiborne,47025,President,Other,NA,167,10420,20191203
2008,Tennessee,TN,Clay,47027,President,Barack Obama,democrat,1248,2994,20191203
2008,Tennessee,TN,Clay,47027,President,John McCain,republican,1676,2994,20191203
2008,Tennessee,TN,Clay,47027,President,Other,NA,70,2994,20191203
2008,Tennessee,TN,Cocke,47029,President,Barack Obama,democrat,3340,12481,20191203
2008,Tennessee,TN,Cocke,47029,President,John McCain,republican,8945,12481,20191203
2008,Tennessee,TN,Cocke,47029,President,Other,NA,196,12481,20191203
2008,Tennessee,TN,Coffee,47031,President,Barack Obama,democrat,7132,20790,20191203
2008,Tennessee,TN,Coffee,47031,President,John McCain,republican,13250,20790,20191203
2008,Tennessee,TN,Coffee,47031,President,Other,NA,408,20790,20191203
2008,Tennessee,TN,Crockett,47033,President,Barack Obama,democrat,1967,6037,20191203
2008,Tennessee,TN,Crockett,47033,President,John McCain,republican,3994,6037,20191203
2008,Tennessee,TN,Crockett,47033,President,Other,NA,76,6037,20191203
2008,Tennessee,TN,Cumberland,47035,President,Barack Obama,democrat,7889,25712,20191203
2008,Tennessee,TN,Cumberland,47035,President,John McCain,republican,17436,25712,20191203
2008,Tennessee,TN,Cumberland,47035,President,Other,NA,387,25712,20191203
2008,Tennessee,TN,Davidson,47037,President,Barack Obama,democrat,158423,264486,20191203
2008,Tennessee,TN,Davidson,47037,President,John McCain,republican,102915,264486,20191203
2008,Tennessee,TN,Davidson,47037,President,Other,NA,3148,264486,20191203
2008,Tennessee,TN,Decatur,47039,President,Barack Obama,democrat,1566,4763,20191203
2008,Tennessee,TN,Decatur,47039,President,John McCain,republican,3101,4763,20191203
2008,Tennessee,TN,Decatur,47039,President,Other,NA,96,4763,20191203
2008,Tennessee,TN,DeKalb,47041,President,Barack Obama,democrat,2832,7065,20191203
2008,Tennessee,TN,DeKalb,47041,President,John McCain,republican,4085,7065,20191203
2008,Tennessee,TN,DeKalb,47041,President,Other,NA,148,7065,20191203
2008,Tennessee,TN,Dickson,47043,President,Barack Obama,democrat,7506,19519,20191203
2008,Tennessee,TN,Dickson,47043,President,John McCain,republican,11677,19519,20191203
2008,Tennessee,TN,Dickson,47043,President,Other,NA,336,19519,20191203
2008,Tennessee,TN,Dyer,47045,President,Barack Obama,democrat,4411,14450,20191203
2008,Tennessee,TN,Dyer,47045,President,John McCain,republican,9859,14450,20191203
2008,Tennessee,TN,Dyer,47045,President,Other,NA,180,14450,20191203
2008,Tennessee,TN,Fayette,47047,President,Barack Obama,democrat,6892,19254,20191203
2008,Tennessee,TN,Fayette,47047,President,John McCain,republican,12173,19254,20191203
2008,Tennessee,TN,Fayette,47047,President,Other,NA,189,19254,20191203
2008,Tennessee,TN,Fentress,47049,President,Barack Obama,democrat,1831,6739,20191203
2008,Tennessee,TN,Fentress,47049,President,John McCain,republican,4789,6739,20191203
2008,Tennessee,TN,Fentress,47049,President,Other,NA,119,6739,20191203
2008,Tennessee,TN,Franklin,47051,President,Barack Obama,democrat,6613,17432,20191203
2008,Tennessee,TN,Franklin,47051,President,John McCain,republican,10539,17432,20191203
2008,Tennessee,TN,Franklin,47051,President,Other,NA,280,17432,20191203
2008,Tennessee,TN,Gibson,47053,President,Barack Obama,democrat,7406,21253,20191203
2008,Tennessee,TN,Gibson,47053,President,John McCain,republican,13516,21253,20191203
2008,Tennessee,TN,Gibson,47053,President,Other,NA,331,21253,20191203
2008,Tennessee,TN,Giles,47055,President,Barack Obama,democrat,4614,11689,20191203
2008,Tennessee,TN,Giles,47055,President,John McCain,republican,6902,11689,20191203
2008,Tennessee,TN,Giles,47055,President,Other,NA,173,11689,20191203
2008,Tennessee,TN,Grainger,47057,President,Barack Obama,democrat,2066,7503,20191203
2008,Tennessee,TN,Grainger,47057,President,John McCain,republican,5297,7503,20191203
2008,Tennessee,TN,Grainger,47057,President,Other,NA,140,7503,20191203
2008,Tennessee,TN,Greene,47059,President,Barack Obama,democrat,7110,24670,20191203
2008,Tennessee,TN,Greene,47059,President,John McCain,republican,17151,24670,20191203
2008,Tennessee,TN,Greene,47059,President,Other,NA,409,24670,20191203
2008,Tennessee,TN,Grundy,47061,President,Barack Obama,democrat,1971,4632,20191203
2008,Tennessee,TN,Grundy,47061,President,John McCain,republican,2563,4632,20191203
2008,Tennessee,TN,Grundy,47061,President,Other,NA,98,4632,20191203
2008,Tennessee,TN,Hamblen,47063,President,Barack Obama,democrat,6807,22669,20191203
2008,Tennessee,TN,Hamblen,47063,President,John McCain,republican,15508,22669,20191203
2008,Tennessee,TN,Hamblen,47063,President,Other,NA,354,22669,20191203
2008,Tennessee,TN,Hamilton,47065,President,Barack Obama,democrat,64246,147520,20191203
2008,Tennessee,TN,Hamilton,47065,President,John McCain,republican,81702,147520,20191203
2008,Tennessee,TN,Hamilton,47065,President,Other,NA,1572,147520,20191203
2008,Tennessee,TN,Hancock,47067,President,Barack Obama,democrat,604,2241,20191203
2008,Tennessee,TN,Hancock,47067,President,John McCain,republican,1588,2241,20191203
2008,Tennessee,TN,Hancock,47067,President,Other,NA,49,2241,20191203
2008,Tennessee,TN,Hardeman,47069,President,Barack Obama,democrat,5919,11237,20191203
2008,Tennessee,TN,Hardeman,47069,President,John McCain,republican,5225,11237,20191203
2008,Tennessee,TN,Hardeman,47069,President,Other,NA,93,11237,20191203
2008,Tennessee,TN,Hardin,47071,President,Barack Obama,democrat,2794,10035,20191203
2008,Tennessee,TN,Hardin,47071,President,John McCain,republican,7077,10035,20191203
2008,Tennessee,TN,Hardin,47071,President,Other,NA,164,10035,20191203
2008,Tennessee,TN,Hawkins,47073,President,Barack Obama,democrat,5930,21040,20191203
2008,Tennessee,TN,Hawkins,47073,President,John McCain,republican,14756,21040,20191203
2008,Tennessee,TN,Hawkins,47073,President,Other,NA,354,21040,20191203
2008,Tennessee,TN,Haywood,47075,President,Barack Obama,democrat,4893,8121,20191203
2008,Tennessee,TN,Haywood,47075,President,John McCain,republican,3165,8121,20191203
2008,Tennessee,TN,Haywood,47075,President,Other,NA,63,8121,20191203
2008,Tennessee,TN,Henderson,47077,President,Barack Obama,democrat,3021,10834,20191203
2008,Tennessee,TN,Henderson,47077,President,John McCain,republican,7669,10834,20191203
2008,Tennessee,TN,Henderson,47077,President,Other,NA,144,10834,20191203
2008,Tennessee,TN,Henry,47079,President,Barack Obama,democrat,5153,13545,20191203
2008,Tennessee,TN,Henry,47079,President,John McCain,republican,8182,13545,20191203
2008,Tennessee,TN,Henry,47079,President,Other,NA,210,13545,20191203
2008,Tennessee,TN,Hickman,47081,President,Barack Obama,democrat,3563,8498,20191203
2008,Tennessee,TN,Hickman,47081,President,John McCain,republican,4784,8498,20191203
2008,Tennessee,TN,Hickman,47081,President,Other,NA,151,8498,20191203
2008,Tennessee,TN,Houston,47083,President,Barack Obama,democrat,1678,3354,20191203
2008,Tennessee,TN,Houston,47083,President,John McCain,republican,1608,3354,20191203
2008,Tennessee,TN,Houston,47083,President,Other,NA,68,3354,20191203
2008,Tennessee,TN,Humphreys,47085,President,Barack Obama,democrat,3600,7580,20191203
2008,Tennessee,TN,Humphreys,47085,President,John McCain,republican,3818,7580,20191203
2008,Tennessee,TN,Humphreys,47085,President,Other,NA,162,7580,20191203
2008,Tennessee,TN,Jackson,47087,President,Barack Obama,democrat,2224,4501,20191203
2008,Tennessee,TN,Jackson,47087,President,John McCain,republican,2185,4501,20191203
2008,Tennessee,TN,Jackson,47087,President,Other,NA,92,4501,20191203
2008,Tennessee,TN,Jefferson,47089,President,Barack Obama,democrat,5178,18532,20191203
2008,Tennessee,TN,Jefferson,47089,President,John McCain,republican,13092,18532,20191203
2008,Tennessee,TN,Jefferson,47089,President,Other,NA,262,18532,20191203
2008,Tennessee,TN,Johnson,47091,President,Barack Obama,democrat,1837,6591,20191203
2008,Tennessee,TN,Johnson,47091,President,John McCain,republican,4621,6591,20191203
2008,Tennessee,TN,Johnson,47091,President,Other,NA,133,6591,20191203
2008,Tennessee,TN,Knox,47093,President,Barack Obama,democrat,70215,186086,20191203
2008,Tennessee,TN,Knox,47093,President,John McCain,republican,113015,186086,20191203
2008,Tennessee,TN,Knox,47093,President,Other,NA,2856,186086,20191203
2008,Tennessee,TN,Lake,47095,President,Barack Obama,democrat,1024,2238,20191203
2008,Tennessee,TN,Lake,47095,President,John McCain,republican,1175,2238,20191203
2008,Tennessee,TN,Lake,47095,President,Other,NA,39,2238,20191203
2008,Tennessee,TN,Lauderdale,47097,President,Barack Obama,democrat,4322,9338,20191203
2008,Tennessee,TN,Lauderdale,47097,President,John McCain,republican,4933,9338,20191203
2008,Tennessee,TN,Lauderdale,47097,President,Other,NA,83,9338,20191203
2008,Tennessee,TN,Lawrence,47099,President,Barack Obama,democrat,5161,16020,20191203
2008,Tennessee,TN,Lawrence,47099,President,John McCain,republican,10566,16020,20191203
2008,Tennessee,TN,Lawrence,47099,President,Other,NA,293,16020,20191203
2008,Tennessee,TN,Lewis,47101,President,Barack Obama,democrat,1804,4834,20191203
2008,Tennessee,TN,Lewis,47101,President,John McCain,republican,2951,4834,20191203
2008,Tennessee,TN,Lewis,47101,President,Other,NA,79,4834,20191203
2008,Tennessee,TN,Lincoln,47103,President,Barack Obama,democrat,3695,13130,20191203
2008,Tennessee,TN,Lincoln,47103,President,John McCain,republican,9231,13130,20191203
2008,Tennessee,TN,Lincoln,47103,President,Other,NA,204,13130,20191203
2008,Tennessee,TN,Loudon,47105,President,Barack Obama,democrat,6058,22184,20191203
2008,Tennessee,TN,Loudon,47105,President,John McCain,republican,15815,22184,20191203
2008,Tennessee,TN,Loudon,47105,President,Other,NA,311,22184,20191203
2008,Tennessee,TN,McMinn,47107,President,Barack Obama,democrat,5541,18789,20191203
2008,Tennessee,TN,McMinn,47107,President,John McCain,republican,12989,18789,20191203
2008,Tennessee,TN,McMinn,47107,President,Other,NA,259,18789,20191203
2008,Tennessee,TN,McNairy,47109,President,Barack Obama,democrat,3131,10422,20191203
2008,Tennessee,TN,McNairy,47109,President,John McCain,republican,7135,10422,20191203
2008,Tennessee,TN,McNairy,47109,President,Other,NA,156,10422,20191203
2008,Tennessee,TN,Macon,47111,President,Barack Obama,democrat,2060,7360,20191203
2008,Tennessee,TN,Macon,47111,President,John McCain,republican,5145,7360,20191203
2008,Tennessee,TN,Macon,47111,President,Other,NA,155,7360,20191203
2008,Tennessee,TN,Madison,47113,President,Barack Obama,democrat,20209,43846,20191203
2008,Tennessee,TN,Madison,47113,President,John McCain,republican,23290,43846,20191203
2008,Tennessee,TN,Madison,47113,President,Other,NA,347,43846,20191203
2008,Tennessee,TN,Marion,47115,President,Barack Obama,democrat,4506,11437,20191203
2008,Tennessee,TN,Marion,47115,President,John McCain,republican,6746,11437,20191203
2008,Tennessee,TN,Marion,47115,President,Other,NA,185,11437,20191203
2008,Tennessee,TN,Marshall,47117,President,Barack Obama,democrat,4320,11289,20191203
2008,Tennessee,TN,Marshall,47117,President,John McCain,republican,6755,11289,20191203
2008,Tennessee,TN,Marshall,47117,President,Other,NA,214,11289,20191203
2008,Tennessee,TN,Maury,47119,President,Barack Obama,democrat,13058,33767,20191203
2008,Tennessee,TN,Maury,47119,President,John McCain,republican,20288,33767,20191203
2008,Tennessee,TN,Maury,47119,President,Other,NA,421,33767,20191203
2008,Tennessee,TN,Meigs,47121,President,Barack Obama,democrat,1372,4237,20191203
2008,Tennessee,TN,Meigs,47121,President,John McCain,republican,2797,4237,20191203
2008,Tennessee,TN,Meigs,47121,President,Other,NA,68,4237,20191203
2008,Tennessee,TN,Monroe,47123,President,Barack Obama,democrat,5053,16777,20191203
2008,Tennessee,TN,Monroe,47123,President,John McCain,republican,11484,16777,20191203
2008,Tennessee,TN,Monroe,47123,President,Other,NA,240,16777,20191203
2008,Tennessee,TN,Montgomery,47125,President,Barack Obama,democrat,25716,56518,20191203
2008,Tennessee,TN,Montgomery,47125,President,John McCain,republican,30175,56518,20191203
2008,Tennessee,TN,Montgomery,47125,President,Other,NA,627,56518,20191203
2008,Tennessee,TN,Moore,47127,President,Barack Obama,democrat,881,2952,20191203
2008,Tennessee,TN,Moore,47127,President,John McCain,republican,2010,2952,20191203
2008,Tennessee,TN,Moore,47127,President,Other,NA,61,2952,20191203
2008,Tennessee,TN,Morgan,47129,President,Barack Obama,democrat,1969,6822,20191203
2008,Tennessee,TN,Morgan,47129,President,John McCain,republican,4717,6822,20191203
2008,Tennessee,TN,Morgan,47129,President,Other,NA,136,6822,20191203
2008,Tennessee,TN,Obion,47131,President,Barack Obama,democrat,4308,13392,20191203
2008,Tennessee,TN,Obion,47131,President,John McCain,republican,8873,13392,20191203
2008,Tennessee,TN,Obion,47131,President,Other,NA,211,13392,20191203
2008,Tennessee,TN,Overton,47133,President,Barack Obama,democrat,3419,8092,20191203
2008,Tennessee,TN,Overton,47133,President,John McCain,republican,4497,8092,20191203
2008,Tennessee,TN,Overton,47133,President,Other,NA,176,8092,20191203
2008,Tennessee,TN,Perry,47135,President,Barack Obama,democrat,1329,3000,20191203
2008,Tennessee,TN,Perry,47135,President,John McCain,republican,1596,3000,20191203
2008,Tennessee,TN,Perry,47135,President,Other,NA,75,3000,20191203
2008,Tennessee,TN,Pickett,47137,President,Barack Obama,democrat,854,2671,20191203
2008,Tennessee,TN,Pickett,47137,President,John McCain,republican,1786,2671,20191203
2008,Tennessee,TN,Pickett,47137,President,Other,NA,31,2671,20191203
2008,Tennessee,TN,Polk,47139,President,Barack Obama,democrat,2124,6501,20191203
2008,Tennessee,TN,Polk,47139,President,John McCain,republican,4267,6501,20191203
2008,Tennessee,TN,Polk,47139,President,Other,NA,110,6501,20191203
2008,Tennessee,TN,Putnam,47141,President,Barack Obama,democrat,9739,27316,20191203
2008,Tennessee,TN,Putnam,47141,President,John McCain,republican,17101,27316,20191203
2008,Tennessee,TN,Putnam,47141,President,Other,NA,476,27316,20191203
2008,Tennessee,TN,Rhea,47143,President,Barack Obama,democrat,2907,11106,20191203
2008,Tennessee,TN,Rhea,47143,President,John McCain,republican,8042,11106,20191203
2008,Tennessee,TN,Rhea,47143,President,Other,NA,157,11106,20191203
2008,Tennessee,TN,Roane,47145,President,Barack Obama,democrat,7224,23276,20191203
2008,Tennessee,TN,Roane,47145,President,John McCain,republican,15658,23276,20191203
2008,Tennessee,TN,Roane,47145,President,Other,NA,394,23276,20191203
2008,Tennessee,TN,Robertson,47147,President,Barack Obama,democrat,9318,27614,20191203
2008,Tennessee,TN,Robertson,47147,President,John McCain,republican,17903,27614,20191203
2008,Tennessee,TN,Robertson,47147,President,Other,NA,393,27614,20191203
2008,Tennessee,TN,Rutherford,47149,President,Barack Obama,democrat,40460,101737,20191203
2008,Tennessee,TN,Rutherford,47149,President,John McCain,republican,59892,101737,20191203
2008,Tennessee,TN,Rutherford,47149,President,Other,NA,1385,101737,20191203
2008,Tennessee,TN,Scott,47151,President,Barack Obama,democrat,1720,6783,20191203
2008,Tennessee,TN,Scott,47151,President,John McCain,republican,4931,6783,20191203
2008,Tennessee,TN,Scott,47151,President,Other,NA,132,6783,20191203
2008,Tennessee,TN,Sequatchie,47153,President,Barack Obama,democrat,1717,5437,20191203
2008,Tennessee,TN,Sequatchie,47153,President,John McCain,republican,3610,5437,20191203
2008,Tennessee,TN,Sequatchie,47153,President,Other,NA,110,5437,20191203
2008,Tennessee,TN,Sevier,47155,President,Barack Obama,democrat,8604,33941,20191203
2008,Tennessee,TN,Sevier,47155,President,John McCain,republican,24922,33941,20191203
2008,Tennessee,TN,Sevier,47155,President,Other,NA,415,33941,20191203
2008,Tennessee,TN,Shelby,47157,President,Barack Obama,democrat,256297,404555,20191203
2008,Tennessee,TN,Shelby,47157,President,John McCain,republican,145458,404555,20191203
2008,Tennessee,TN,Shelby,47157,President,Other,NA,2800,404555,20191203
2008,Tennessee,TN,Smith,47159,President,Barack Obama,democrat,2992,7741,20191203
2008,Tennessee,TN,Smith,47159,President,John McCain,republican,4563,7741,20191203
2008,Tennessee,TN,Smith,47159,President,Other,NA,186,7741,20191203
2008,Tennessee,TN,Stewart,47161,President,Barack Obama,democrat,2470,5507,20191203
2008,Tennessee,TN,Stewart,47161,President,John McCain,republican,2956,5507,20191203
2008,Tennessee,TN,Stewart,47161,President,Other,NA,81,5507,20191203
2008,Tennessee,TN,Sullivan,47163,President,Barack Obama,democrat,18354,63997,20191203
2008,Tennessee,TN,Sullivan,47163,President,John McCain,republican,44808,63997,20191203
2008,Tennessee,TN,Sullivan,47163,President,Other,NA,835,63997,20191203
2008,Tennessee,TN,Sumner,47165,President,Barack Obama,democrat,21487,67228,20191203
2008,Tennessee,TN,Sumner,47165,President,John McCain,republican,44949,67228,20191203
2008,Tennessee,TN,Sumner,47165,President,Other,NA,792,67228,20191203
2008,Tennessee,TN,Tipton,47167,President,Barack Obama,democrat,7931,25316,20191203
2008,Tennessee,TN,Tipton,47167,President,John McCain,republican,17165,25316,20191203
2008,Tennessee,TN,Tipton,47167,President,Other,NA,220,25316,20191203
2008,Tennessee,TN,Trousdale,47169,President,Barack Obama,democrat,1475,3239,20191203
2008,Tennessee,TN,Trousdale,47169,President,John McCain,republican,1688,3239,20191203
2008,Tennessee,TN,Trousdale,47169,President,Other,NA,76,3239,20191203
2008,Tennessee,TN,Unicoi,47171,President,Barack Obama,democrat,2107,7223,20191203
2008,Tennessee,TN,Unicoi,47171,President,John McCain,republican,5011,7223,20191203
2008,Tennessee,TN,Unicoi,47171,President,Other,NA,105,7223,20191203
2008,Tennessee,TN,Union,47173,President,Barack Obama,democrat,1829,6399,20191203
2008,Tennessee,TN,Union,47173,President,John McCain,republican,4467,6399,20191203
2008,Tennessee,TN,Union,47173,President,Other,NA,103,6399,20191203
2008,Tennessee,TN,Van Buren,47175,President,Barack Obama,democrat,849,2206,20191203
2008,Tennessee,TN,Van Buren,47175,President,John McCain,republican,1294,2206,20191203
2008,Tennessee,TN,Van Buren,47175,President,Other,NA,63,2206,20191203
2008,Tennessee,TN,Warren,47177,President,Barack Obama,democrat,5515,14400,20191203
2008,Tennessee,TN,Warren,47177,President,John McCain,republican,8562,14400,20191203
2008,Tennessee,TN,Warren,47177,President,Other,NA,323,14400,20191203
2008,Tennessee,TN,Washington,47179,President,Barack Obama,democrat,15941,48982,20191203
2008,Tennessee,TN,Washington,47179,President,John McCain,republican,32341,48982,20191203
2008,Tennessee,TN,Washington,47179,President,Other,NA,700,48982,20191203
2008,Tennessee,TN,Wayne,47181,President,Barack Obama,democrat,1355,5527,20191203
2008,Tennessee,TN,Wayne,47181,President,John McCain,republican,4076,5527,20191203
2008,Tennessee,TN,Wayne,47181,President,Other,NA,96,5527,20191203
2008,Tennessee,TN,Weakley,47183,President,Barack Obama,democrat,4596,13690,20191203
2008,Tennessee,TN,Weakley,47183,President,John McCain,republican,8855,13690,20191203
2008,Tennessee,TN,Weakley,47183,President,Other,NA,239,13690,20191203
2008,Tennessee,TN,White,47185,President,Barack Obama,democrat,3372,9647,20191203
2008,Tennessee,TN,White,47185,President,John McCain,republican,6103,9647,20191203
2008,Tennessee,TN,White,47185,President,Other,NA,172,9647,20191203
2008,Tennessee,TN,Williamson,47187,President,Barack Obama,democrat,27886,93646,20191203
2008,Tennessee,TN,Williamson,47187,President,John McCain,republican,64858,93646,20191203
2008,Tennessee,TN,Williamson,47187,President,Other,NA,902,93646,20191203
2008,Tennessee,TN,Wilson,47189,President,Barack Obama,democrat,15886,51159,20191203
2008,Tennessee,TN,Wilson,47189,President,John McCain,republican,34595,51159,20191203
2008,Tennessee,TN,Wilson,47189,President,Other,NA,678,51159,20191203
2008,Texas,TX,Anderson,48001,President,Barack Obama,democrat,4630,16655,20191203
2008,Texas,TX,Anderson,48001,President,John McCain,republican,11884,16655,20191203
2008,Texas,TX,Anderson,48001,President,Other,NA,141,16655,20191203
2008,Texas,TX,Andrews,48003,President,Barack Obama,democrat,790,4629,20191203
2008,Texas,TX,Andrews,48003,President,John McCain,republican,3816,4629,20191203
2008,Texas,TX,Andrews,48003,President,Other,NA,23,4629,20191203
2008,Texas,TX,Angelina,48005,President,Barack Obama,democrat,9379,29153,20191203
2008,Texas,TX,Angelina,48005,President,John McCain,republican,19569,29153,20191203
2008,Texas,TX,Angelina,48005,President,Other,NA,205,29153,20191203
2008,Texas,TX,Aransas,48007,President,Barack Obama,democrat,3006,9778,20191203
2008,Texas,TX,Aransas,48007,President,John McCain,republican,6693,9778,20191203
2008,Texas,TX,Aransas,48007,President,Other,NA,79,9778,20191203
2008,Texas,TX,Archer,48009,President,Barack Obama,democrat,740,4365,20191203
2008,Texas,TX,Archer,48009,President,John McCain,republican,3595,4365,20191203
2008,Texas,TX,Archer,48009,President,Other,NA,30,4365,20191203
2008,Texas,TX,Armstrong,48011,President,Barack Obama,democrat,128,990,20191203
2008,Texas,TX,Armstrong,48011,President,John McCain,republican,856,990,20191203
2008,Texas,TX,Armstrong,48011,President,Other,NA,6,990,20191203
2008,Texas,TX,Atascosa,48013,President,Barack Obama,democrat,4415,9938,20191203
2008,Texas,TX,Atascosa,48013,President,John McCain,republican,5462,9938,20191203
2008,Texas,TX,Atascosa,48013,President,Other,NA,61,9938,20191203
2008,Texas,TX,Austin,48015,President,Barack Obama,democrat,2821,11721,20191203
2008,Texas,TX,Austin,48015,President,John McCain,republican,8786,11721,20191203
2008,Texas,TX,Austin,48015,President,Other,NA,114,11721,20191203
2008,Texas,TX,Bailey,48017,President,Barack Obama,democrat,682,2316,20191203
2008,Texas,TX,Bailey,48017,President,John McCain,republican,1618,2316,20191203
2008,Texas,TX,Bailey,48017,President,Other,NA,16,2316,20191203
2008,Texas,TX,Bandera,48019,President,Barack Obama,democrat,2250,9297,20191203
2008,Texas,TX,Bandera,48019,President,John McCain,republican,6935,9297,20191203
2008,Texas,TX,Bandera,48019,President,Other,NA,112,9297,20191203
2008,Texas,TX,Bastrop,48021,President,Barack Obama,democrat,11687,25918,20191203
2008,Texas,TX,Bastrop,48021,President,John McCain,republican,13817,25918,20191203
2008,Texas,TX,Bastrop,48021,President,Other,NA,414,25918,20191203
2008,Texas,TX,Baylor,48023,President,Barack Obama,democrat,366,1643,20191203
2008,Texas,TX,Baylor,48023,President,John McCain,republican,1262,1643,20191203
2008,Texas,TX,Baylor,48023,President,Other,NA,15,1643,20191203
2008,Texas,TX,Bee,48025,President,Barack Obama,democrat,3645,8157,20191203
2008,Texas,TX,Bee,48025,President,John McCain,republican,4471,8157,20191203
2008,Texas,TX,Bee,48025,President,Other,NA,41,8157,20191203
2008,Texas,TX,Bell,48027,President,Barack Obama,democrat,40413,90334,20191203
2008,Texas,TX,Bell,48027,President,John McCain,republican,49242,90334,20191203
2008,Texas,TX,Bell,48027,President,Other,NA,679,90334,20191203
2008,Texas,TX,Bexar,48029,President,Barack Obama,democrat,275527,525715,20191203
2008,Texas,TX,Bexar,48029,President,John McCain,republican,246275,525715,20191203
2008,Texas,TX,Bexar,48029,President,Other,NA,3913,525715,20191203
2008,Texas,TX,Blanco,48031,President,Barack Obama,democrat,1467,4939,20191203
2008,Texas,TX,Blanco,48031,President,John McCain,republican,3418,4939,20191203
2008,Texas,TX,Blanco,48031,President,Other,NA,54,4939,20191203
2008,Texas,TX,Borden,48033,President,Barack Obama,democrat,40,361,20191203
2008,Texas,TX,Borden,48033,President,John McCain,republican,316,361,20191203
2008,Texas,TX,Borden,48033,President,Other,NA,5,361,20191203
2008,Texas,TX,Bosque,48035,President,Barack Obama,democrat,1797,7646,20191203
2008,Texas,TX,Bosque,48035,President,John McCain,republican,5762,7646,20191203
2008,Texas,TX,Bosque,48035,President,Other,NA,87,7646,20191203
2008,Texas,TX,Bowie,48037,President,Barack Obama,democrat,10815,35186,20191203
2008,Texas,TX,Bowie,48037,President,John McCain,republican,24162,35186,20191203
2008,Texas,TX,Bowie,48037,President,Other,NA,209,35186,20191203
2008,Texas,TX,Brazoria,48039,President,Barack Obama,democrat,36480,104940,20191203
2008,Texas,TX,Brazoria,48039,President,John McCain,republican,67515,104940,20191203
2008,Texas,TX,Brazoria,48039,President,Other,NA,945,104940,20191203
2008,Texas,TX,Brazos,48041,President,Barack Obama,democrat,20502,58673,20191203
2008,Texas,TX,Brazos,48041,President,John McCain,republican,37465,58673,20191203
2008,Texas,TX,Brazos,48041,President,Other,NA,706,58673,20191203
2008,Texas,TX,Brewster,48043,President,Barack Obama,democrat,1970,3900,20191203
2008,Texas,TX,Brewster,48043,President,John McCain,republican,1855,3900,20191203
2008,Texas,TX,Brewster,48043,President,Other,NA,75,3900,20191203
2008,Texas,TX,Briscoe,48045,President,Barack Obama,democrat,205,830,20191203
2008,Texas,TX,Briscoe,48045,President,John McCain,republican,617,830,20191203
2008,Texas,TX,Briscoe,48045,President,Other,NA,8,830,20191203
2008,Texas,TX,Brooks,48047,President,Barack Obama,democrat,1747,2309,20191203
2008,Texas,TX,Brooks,48047,President,John McCain,republican,556,2309,20191203
2008,Texas,TX,Brooks,48047,President,Other,NA,6,2309,20191203
2008,Texas,TX,Brown,48049,President,Barack Obama,democrat,2822,15015,20191203
2008,Texas,TX,Brown,48049,President,John McCain,republican,12052,15015,20191203
2008,Texas,TX,Brown,48049,President,Other,NA,141,15015,20191203
2008,Texas,TX,Burleson,48051,President,Barack Obama,democrat,2053,6665,20191203
2008,Texas,TX,Burleson,48051,President,John McCain,republican,4547,6665,20191203
2008,Texas,TX,Burleson,48051,President,Other,NA,65,6665,20191203
2008,Texas,TX,Burnet,48053,President,Barack Obama,democrat,4608,16893,20191203
2008,Texas,TX,Burnet,48053,President,John McCain,republican,12059,16893,20191203
2008,Texas,TX,Burnet,48053,President,Other,NA,226,16893,20191203
2008,Texas,TX,Caldwell,48055,President,Barack Obama,democrat,5403,11648,20191203
2008,Texas,TX,Caldwell,48055,President,John McCain,republican,6107,11648,20191203
2008,Texas,TX,Caldwell,48055,President,Other,NA,138,11648,20191203
2008,Texas,TX,Calhoun,48057,President,Barack Obama,democrat,2729,6879,20191203
2008,Texas,TX,Calhoun,48057,President,John McCain,republican,4106,6879,20191203
2008,Texas,TX,Calhoun,48057,President,Other,NA,44,6879,20191203
2008,Texas,TX,Callahan,48059,President,Barack Obama,democrat,1063,5716,20191203
2008,Texas,TX,Callahan,48059,President,John McCain,republican,4589,5716,20191203
2008,Texas,TX,Callahan,48059,President,Other,NA,64,5716,20191203
2008,Texas,TX,Cameron,48061,President,Barack Obama,democrat,48480,75657,20191203
2008,Texas,TX,Cameron,48061,President,John McCain,republican,26671,75657,20191203
2008,Texas,TX,Cameron,48061,President,Other,NA,506,75657,20191203
2008,Texas,TX,Camp,48063,President,Barack Obama,democrat,1734,4567,20191203
2008,Texas,TX,Camp,48063,President,John McCain,republican,2798,4567,20191203
2008,Texas,TX,Camp,48063,President,Other,NA,35,4567,20191203
2008,Texas,TX,Carson,48065,President,Barack Obama,democrat,406,2980,20191203
2008,Texas,TX,Carson,48065,President,John McCain,republican,2548,2980,20191203
2008,Texas,TX,Carson,48065,President,Other,NA,26,2980,20191203
2008,Texas,TX,Cass,48067,President,Barack Obama,democrat,3490,11846,20191203
2008,Texas,TX,Cass,48067,President,John McCain,republican,8279,11846,20191203
2008,Texas,TX,Cass,48067,President,Other,NA,77,11846,20191203
2008,Texas,TX,Castro,48069,President,Barack Obama,democrat,719,2291,20191203
2008,Texas,TX,Castro,48069,President,John McCain,republican,1562,2291,20191203
2008,Texas,TX,Castro,48069,President,Other,NA,10,2291,20191203
