Global Flag,Major Flag,SMC Flag,Commercial Flag,IT Spend,Employee Count,PC Count,Size,Tech Support,Discount,New Engagement Strategy,New Product Adoption,Planning Summit,Revenue,Direct Treatment Effect: Tech Support,Total Treatment Effect: Tech Support,Direct Treatment Effect: Discount,Total Treatment Effect: Discount,Direct Treatment Effect: New Engagement Strategy,Total Treatment Effect: New Engagement Strategy
0,1,1,1,7348,84,29,23899,0,0,1,0,1,13988.45,5477.98,6402.21,1194.95,1194.95,0,0
0,0,1,1,35370,213,122,95654,0,1,1,0,1,23525.29,6913.08,7837.31,4782.7,4782.7,0,0
0,1,0,1,5148,33,17,18611,1,0,1,0,1,19857.21,5372.22,6296.45,930.5500000000001,930.5500000000001,0,0
1,0,1,1,168298,183,90,368828,0,1,0,0,1,69504.07,12876.560000000001,13800.79,17441.4,17441.4,0,0
0,1,0,1,38140,45,36,58116,1,0,0,1,0,31492.5,6162.32,7086.55,2905.8,2905.8,0,0
0,0,0,0,97086,87,34,176361,1,1,0,1,1,47201.86,8527.220000000001,9451.45,8818.050000000001,8818.050000000001,0,0
1,0,1,1,31334,115,89,79828,0,1,1,0,1,22579.92,7096.5599999999995,8020.79,2991.4,2991.4,0,0
0,0,0,1,7610,180,70,19909,0,1,1,1,1,15710.32,5398.18,6322.41,995.45,995.45,0,0
0,0,1,1,83699,24,8,189430,1,0,0,1,0,41498.83,8788.6,9712.83,9471.5,9471.5,0,0
0,0,1,1,369394,42,20,820407,1,1,0,1,1,166950.73,21408.14,22332.37,41020.350000000006,41020.350000000006,0,0
0,1,0,1,171924,26,17,474569,1,1,0,1,1,94374.27,14491.380000000001,15415.61,23728.45,23728.45,0,0
0,1,0,0,72497,82,70,154176,1,1,0,0,0,41132.55,8083.52,9007.75,7708.8,7708.8,0,0
0,1,0,0,38230,226,163,59973,0,1,1,1,1,20813.05,6199.46,7123.69,2998.65,2998.65,0,0
1,0,1,1,13488,36,25,23450,1,0,1,1,1,19438.85,5969.0,6893.23,172.5,172.5,0,0
0,1,0,0,137269,109,53,212540,1,1,0,0,1,61713.65,9250.8,10175.03,10627.0,10627.0,0,0
0,0,0,1,56431,109,70,151199,0,1,0,0,0,30379.52,8023.98,8948.21,7559.950000000001,7559.950000000001,0,0
1,0,0,1,15553,125,62,23577,0,1,1,1,1,17582.81,5971.54,6895.77,178.85000000000014,178.85000000000014,0,0
0,0,0,1,31589,78,35,88089,0,0,0,0,0,19164.04,6761.78,7686.01,4404.45,4404.45,0,0
1,0,0,1,55013,123,98,97822,0,1,0,1,0,30638.84,7456.4400000000005,8380.67,3891.1000000000004,3891.1000000000004,0,0
0,1,1,0,44252,201,77,127264,0,1,0,0,0,25145.02,7545.280000000001,8469.51,6363.200000000001,6363.200000000001,0,0
0,0,1,1,10042,18,14,17524,1,0,1,1,1,19698.82,5350.48,6274.71,876.2,876.2,0,0
0,0,1,0,109918,44,32,256399,1,1,0,0,1,55226.63,10127.98,11052.21,12819.95,12819.95,0,0
0,0,1,1,54213,57,32,91907,1,0,0,0,0,31036.37,6838.14,7762.37,4595.35,4595.35,0,0
0,0,1,0,12428,224,116,19357,0,1,1,1,0,10879.97,5387.14,6311.37,967.85,967.85,0,0
0,0,0,1,33819,64,48,92615,1,0,0,1,0,27185.08,6852.3,7776.53,4630.75,4630.75,0,0
0,0,0,1,75463,64,26,114853,1,1,0,1,0,44465.03,7297.0599999999995,8221.29,5742.650000000001,5742.650000000001,0,0
1,0,0,1,27169,193,78,43961,0,1,1,0,1,16625.93,6379.22,7303.45,1198.0500000000002,1198.0500000000002,0,0
0,0,1,0,91065,25,18,171483,1,0,0,1,0,37652.23,8429.66,9353.89,8574.15,8574.15,0,0
0,0,0,1,27549,47,28,60565,1,0,0,1,0,25246.73,6211.3,7135.53,3028.25,3028.25,0,0
0,0,1,1,39579,26,21,121046,1,0,0,0,0,27538.41,7420.92,8345.15,6052.3,6052.3,0,0
0,0,1,1,60760,81,40,100694,0,1,0,0,0,29219.27,7013.88,7938.11,5034.700000000001,5034.700000000001,0,0
0,0,1,0,3864,117,98,14315,0,1,1,0,0,5326.9,5286.3,6210.53,715.75,715.75,0,0
1,1,1,1,22706,98,57,35430,0,0,1,0,1,18944.05,6208.6,7132.83,771.5,771.5,0,0
1,0,0,1,10334,101,47,40654,0,0,1,0,0,11969.37,6313.08,7237.31,1032.7,1032.7,0,0
0,0,1,1,184397,140,77,398267,0,1,0,1,1,78061.75,12965.34,13889.57,19913.350000000002,19913.350000000002,0,0
0,0,0,1,196397,445,207,332425,0,1,0,0,1,75621.94,11648.5,12572.73,16621.25,16621.25,0,0
1,0,0,1,6120,144,141,18223,0,1,1,0,0,12514.9,5864.46,6788.69,-88.84999999999991,-88.84999999999991,0,0
1,0,0,1,15536,20,17,41953,1,0,1,1,1,21193.28,6339.0599999999995,7263.29,1097.65,1097.65,0,0
1,1,0,1,27143,406,179,67868,0,1,1,0,1,21025.29,6857.360000000001,7781.59,2393.4,2393.4,0,0
0,0,0,1,12985,31,12,49450,1,0,1,1,1,20134.49,5989.0,6913.23,2472.5,2472.5,0,0
1,1,0,1,89350,204,78,251125,0,1,0,0,0,45132.58,10522.5,11446.73,11556.25,11556.25,0,0
0,0,1,0,78325,23,20,178010,1,0,0,1,0,35811.17,8560.2,9484.43,8900.5,8900.5,0,0
0,0,1,1,20750,195,76,33655,0,1,1,0,1,15852.77,5673.1,6597.33,1682.75,1682.75,0,0
0,0,0,0,46337,217,110,111784,0,1,0,1,0,25826.37,7235.68,8159.91,5589.200000000001,5589.200000000001,0,0
0,0,1,1,55922,42,21,86277,1,0,0,1,0,32959.51,6725.54,7649.77,4313.85,4313.85,0,0
0,0,1,0,7023,45,20,12983,1,0,1,0,1,14669.11,5259.66,6183.89,649.1500000000001,649.1500000000001,0,0
1,0,1,1,22854,474,234,61538,0,1,1,1,1,19896.21,6730.76,7654.99,2076.9,2076.9,0,0
0,1,1,0,243257,75,59,391964,1,1,0,1,1,101514.87,12839.279999999999,13763.51,19598.2,19598.2,0,0
0,0,0,1,5819,120,75,22252,0,1,1,0,0,11946.91,5445.04,6369.27,1112.6000000000001,1112.6000000000001,0,0
0,0,1,0,12920,36,16,22902,1,0,1,0,0,13109.35,5458.04,6382.27,1145.1000000000001,1145.1000000000001,0,0
0,0,0,1,89334,64,37,194572,1,1,0,1,1,53011.09,8891.44,9815.67,9728.6,9728.6,0,0
0,1,1,1,51816,63,50,102821,1,0,0,1,0,33739.44,7056.42,7980.65,5141.05,5141.05,0,0
0,0,0,1,12821,112,48,31052,0,0,1,1,1,14473.88,5621.04,6545.27,1552.6000000000001,1552.6000000000001,0,0
0,1,1,1,18838,15,8,32908,1,0,1,1,1,24313.63,5658.16,6582.39,1645.4,1645.4,0,0
0,1,0,1,51957,13,10,95077,1,0,0,1,0,33690.89,6901.54,7825.77,4753.85,4753.85,0,0
1,0,0,1,33965,33,15,56403,1,0,0,1,0,27560.4,6628.0599999999995,7552.29,1820.15,1820.15,0,0
0,0,1,1,18279,20,14,34074,1,0,1,0,1,20763.84,5681.48,6605.71,1703.7,1703.7,0,0
0,0,1,1,96756,23,16,151298,1,0,0,0,0,42202.7,8025.96,8950.19,7564.900000000001,7564.900000000001,0,0
0,0,0,0,105884,24,21,185141,1,1,0,1,1,51553.19,8702.82,9627.05,9257.050000000001,9257.050000000001,0,0
0,0,1,0,37757,39,20,87061,1,0,0,1,0,24944.53,6741.22,7665.45,4353.05,4353.05,0,0
0,0,1,1,7773,50,47,24410,0,0,1,1,1,14916.6,5488.2,6412.43,1220.5,1220.5,0,0
0,0,0,0,57231,57,29,172490,1,0,0,1,0,30106.96,8449.8,9374.03,8624.5,8624.5,0,0
0,0,0,1,19501,56,23,52889,1,0,1,0,1,20639.86,6057.78,6982.01,2644.4500000000003,2644.4500000000003,0,0
1,0,1,1,11837,278,116,18844,0,1,1,0,0,12001.08,5876.88,6801.11,-57.799999999999955,-57.799999999999955,0,0
0,0,1,1,26715,44,37,90999,1,0,0,1,0,24731.85,6819.98,7744.21,4549.95,4549.95,0,0
0,1,0,1,80897,59,23,202141,1,1,0,1,1,53288.52,9042.82,9967.05,10107.050000000001,10107.050000000001,0,0
0,0,0,0,19261,271,126,31622,0,1,1,0,0,12416.37,5632.4400000000005,6556.67,1581.1000000000001,1581.1000000000001,0,0
0,0,0,1,50142,61,59,186628,1,0,0,1,0,32930.0,8732.56,9656.79,9331.4,9331.4,0,0
0,1,0,1,31214,24,13,77959,1,0,1,1,1,28913.01,6559.18,7483.41,3897.9500000000003,3897.9500000000003,0,0
0,0,1,0,32243,38,26,81970,1,0,0,1,0,20591.67,6639.4,7563.63,4098.5,4098.5,0,0
1,1,0,1,29143,38,27,87896,1,0,1,0,1,26475.34,7257.92,8182.15,3394.8,3394.8,0,0
0,0,0,1,35350,94,67,85133,0,1,0,0,0,23581.06,6702.66,7626.89,4256.650000000001,4256.650000000001,0,0
0,0,1,1,5830,248,180,13871,0,1,1,0,1,13693.25,5277.42,6201.65,693.5500000000001,693.5500000000001,0,0
0,0,1,1,39705,46,24,154212,1,0,0,1,0,30554.24,8084.24,9008.47,7710.6,7710.6,0,0
0,0,0,0,11105,15,9,21173,1,0,1,1,1,14573.96,5423.46,6347.69,1058.65,1058.65,0,0
0,0,0,1,36946,102,36,64924,0,1,0,1,0,23769.63,6298.48,7222.71,3246.2000000000003,3246.2000000000003,0,0
1,0,0,1,16854,87,52,34867,0,0,1,0,1,14094.76,6197.34,7121.57,743.3500000000001,743.3500000000001,0,0
0,0,0,1,18445,65,36,72344,1,0,1,0,1,20597.56,6446.88,7371.11,3617.2000000000003,3617.2000000000003,0,0
0,0,0,1,184215,191,90,354150,0,1,0,0,1,74301.13,12083.0,13007.23,17707.5,17707.5,0,0
0,0,1,1,32528,140,63,76781,0,1,0,0,0,21210.12,6535.62,7459.85,3839.05,3839.05,0,0
0,0,1,1,53403,124,116,158594,0,1,0,0,0,31291.81,8171.88,9096.11,7929.700000000001,7929.700000000001,0,0
0,0,1,1,13069,43,30,20064,1,0,1,1,1,20279.83,5401.28,6325.51,1003.2,1003.2,0,0
0,0,1,0,21337,75,37,54945,0,0,1,0,0,9709.45,6098.9,7023.13,2747.25,2747.25,0,0
0,0,1,1,97464,15,10,242720,1,0,0,0,0,44212.77,9854.400000000001,10778.63,12136.0,12136.0,0,0
0,0,1,1,36351,62,40,83057,0,0,0,1,0,20731.06,6661.14,7585.37,4152.85,4152.85,0,0
0,0,1,1,7232,36,14,13634,1,0,1,1,1,19908.2,5272.68,6196.91,681.7,681.7,0,0
0,0,1,0,20026,46,41,40281,1,0,1,1,1,18705.09,5805.62,6729.85,2014.0500000000002,2014.0500000000002,0,0
0,0,1,1,62499,261,109,169564,0,1,0,0,0,35490.63,8391.28,9315.51,8478.2,8478.2,0,0
0,0,0,0,7906,165,144,16862,0,1,1,0,0,7670.89,5337.24,6261.47,843.1,843.1,0,0
0,0,0,1,6550,24,21,26449,1,0,1,1,1,19102.22,5528.98,6453.21,1322.45,1322.45,0,0
1,0,0,0,45869,80,56,92208,0,1,0,0,0,21060.94,7344.16,8268.39,3610.4000000000005,3610.4000000000005,0,0
0,0,0,0,50379,47,37,100211,1,0,0,1,0,26284.18,7004.22,7928.45,5010.55,5010.55,0,0
0,0,1,0,38055,744,400,153103,0,1,1,0,1,22110.76,8062.0599999999995,8986.29,7655.150000000001,7655.150000000001,0,0
0,0,1,1,21773,50,20,71056,1,0,1,1,1,23695.97,6421.12,7345.35,3552.8,3552.8,0,0
0,0,1,1,14781,73,65,25228,0,0,1,0,1,13288.95,5504.56,6428.79,1261.4,1261.4,0,0
0,1,1,1,39331,77,55,72543,0,0,0,0,0,20420.79,6450.860000000001,7375.09,3627.15,3627.15,0,0
1,1,1,1,3352,100,71,13399,0,0,1,0,1,13361.92,5767.98,6692.21,-330.04999999999995,-330.04999999999995,0,0
0,0,1,1,83520,112,45,211180,0,1,0,0,0,41533.68,9223.6,10147.83,10559.0,10559.0,0,0
1,0,1,1,3242,193,75,10214,0,1,1,1,0,12069.69,5704.28,6628.51,-489.29999999999995,-489.29999999999995,0,0
0,0,0,1,22451,194,120,75358,0,1,1,0,1,19815.14,6507.16,7431.39,3767.9,3767.9,0,0
0,1,1,1,3956,69,41,12944,0,0,1,0,0,11833.44,5258.88,6183.11,647.2,647.2,0,0
0,0,0,1,54279,69,25,88932,1,0,0,1,0,32823.17,6778.64,7702.87,4446.6,4446.6,0,0
0,0,0,1,8345,248,128,23060,0,1,1,0,0,12732.64,5461.2,6385.43,1153.0,1153.0,0,0
0,0,1,0,27181,67,33,47046,0,0,0,0,0,11321.03,5940.92,6865.15,2352.3,2352.3,0,0
0,1,1,0,4852,21,9,13386,1,0,1,1,1,15214.47,5267.72,6191.95,669.3000000000001,669.3000000000001,0,0
0,0,0,0,46624,229,121,174508,0,1,0,0,0,25139.66,8490.16,9414.39,8725.4,8725.4,0,0
1,0,1,0,28378,84,37,70485,0,0,0,0,0,12472.55,6909.7,7833.93,2524.25,2524.25,0,0
1,0,0,0,19974,123,51,69922,0,1,1,1,1,14775.23,6898.4400000000005,7822.67,2496.1000000000004,2496.1000000000004,0,0
0,0,1,1,12190,98,43,21470,0,0,1,0,0,12988.83,5429.4,6353.63,1073.5,1073.5,0,0
0,0,1,0,67676,108,38,182677,0,1,0,0,0,33194.32,8653.54,9577.77,9133.85,9133.85,0,0
0,0,0,0,42668,188,99,77327,0,1,0,1,0,22580.8,6546.54,7470.77,3866.3500000000004,3866.3500000000004,0,0
0,1,0,0,104702,311,140,280671,0,1,0,0,1,47578.35,10613.42,11537.65,14033.550000000001,14033.550000000001,0,0
0,0,1,1,30000,83,31,77764,0,0,0,1,0,19565.56,6555.28,7479.51,3888.2000000000003,3888.2000000000003,0,0
0,0,0,1,5648,38,27,13628,1,0,1,1,1,18330.6,5272.56,6196.79,681.4000000000001,681.4000000000001,0,0
1,0,1,1,9954,84,58,37074,0,0,1,0,0,13057.99,6241.48,7165.71,853.7,853.7,0,0
0,0,0,1,12324,79,53,22974,0,0,1,1,1,14559.7,5459.48,6383.71,1148.7,1148.7,0,0
0,0,0,0,38756,130,115,79020,0,1,0,0,0,18901.91,6580.4,7504.63,3951.0,3951.0,0,0
0,0,0,1,7564,152,71,13032,0,1,1,0,0,12998.82,5260.64,6184.87,651.6,651.6,0,0
0,0,1,1,21124,166,99,38161,0,1,1,0,1,18226.59,5763.22,6687.45,1908.0500000000002,1908.0500000000002,0,0
0,1,0,1,38215,152,81,106671,0,1,1,0,1,27362.34,7133.42,8057.65,5333.55,5333.55,0,0
0,0,1,1,124294,22,20,315000,1,1,0,1,1,69005.98,11300.0,12224.23,15750.0,15750.0,0,0
0,0,0,1,8193,34,21,13866,1,0,1,1,1,19742.38,5277.32,6201.55,693.3000000000001,693.3000000000001,0,0
0,0,0,1,20297,82,51,46383,0,0,1,1,1,16831.86,5927.66,6851.89,2319.15,2319.15,0,0
0,0,1,1,16516,139,153,50010,0,1,1,0,1,15439.82,6000.2,6924.43,2500.5,2500.5,0,0
0,0,0,0,3451,24,18,9601,1,0,1,0,0,10563.24,5192.02,6116.25,480.05,480.05,0,0
0,0,1,1,17237,129,89,44471,0,1,1,0,1,16219.77,5889.42,6813.65,2223.55,2223.55,0,0
0,0,1,1,49296,26,23,74893,1,0,0,1,0,31250.27,6497.860000000001,7422.09,3744.65,3744.65,0,0
0,0,1,1,77184,118,89,203845,0,1,0,0,0,40173.1,9076.9,10001.13,10192.25,10192.25,0,0
1,0,0,0,10252,62,24,40694,1,0,1,1,1,14199.33,6313.88,7238.11,1034.7,1034.7,0,0
0,1,1,1,10351,50,17,37967,1,0,1,1,1,20161.6,5759.34,6683.57,1898.3500000000001,1898.3500000000001,0,0
0,0,1,1,104504,153,91,160208,0,1,0,0,0,44507.49,8204.16,9128.39,8010.400000000001,8010.400000000001,0,0
0,1,1,1,26915,26,15,108106,1,0,1,1,1,27020.23,7162.12,8086.35,5405.3,5405.3,0,0
1,0,1,0,23548,122,64,60559,0,1,1,0,0,12223.19,6711.18,7635.41,2027.9500000000003,2027.9500000000003,0,0
0,0,0,1,27448,120,91,49473,0,1,1,0,1,18905.72,5989.46,6913.69,2473.65,2473.65,0,0
0,0,1,1,47551,66,43,88392,1,0,0,1,0,30293.0,6767.84,7692.07,4419.6,4419.6,0,0
0,0,1,0,11155,33,18,42425,1,0,1,1,1,16921.81,5848.5,6772.73,2121.25,2121.25,0,0
0,0,1,0,38804,173,67,65616,0,1,0,0,0,18312.58,6312.32,7236.55,3280.8,3280.8,0,0
0,0,0,1,60984,27,19,105036,1,0,0,1,0,34023.51,7100.72,8024.95,5251.8,5251.8,0,0
0,1,1,1,59532,29,9,141907,1,0,0,1,0,37346.03,7838.139999999999,8762.37,7095.35,7095.35,0,0
0,0,1,1,50500,33,17,140317,1,0,0,1,0,31900.98,7806.34,8730.57,7015.85,7015.85,0,0
0,1,0,0,21585,91,33,53377,0,0,1,0,0,12915.42,6067.54,6991.77,2668.8500000000004,2668.8500000000004,0,0
1,0,0,1,40091,82,58,68677,0,0,0,0,0,19667.83,6873.54,7797.77,2433.8500000000004,2433.8500000000004,0,0
0,0,0,0,70333,86,41,118140,1,1,0,1,0,38976.35,7362.8,8287.03,5907.0,5907.0,0,0
0,0,1,1,9597,80,32,14653,0,0,1,0,0,11027.7,5293.06,6217.29,732.6500000000001,732.6500000000001,0,0
0,0,0,1,9964,62,40,20165,1,0,1,1,1,19466.13,5403.3,6327.53,1008.25,1008.25,0,0
0,0,1,0,59265,83,39,124150,0,1,0,0,0,26133.94,7483.0,8407.23,6207.5,6207.5,0,0
0,0,0,1,63265,44,24,204064,1,0,0,1,0,37665.81,9081.28,10005.51,10203.2,10203.2,0,0
1,0,1,1,14672,61,21,51362,0,0,1,0,0,12779.05,6527.24,7451.47,1568.1000000000004,1568.1000000000004,0,0
0,1,0,1,49568,205,125,92179,0,1,0,1,0,31783.05,6843.58,7767.81,4608.95,4608.95,0,0
1,0,1,1,92843,23,17,152478,1,0,0,0,0,40998.42,8549.56,9473.79,6623.900000000001,6623.900000000001,0,0
0,0,0,1,8932,63,27,24565,0,0,1,0,0,12864.16,5491.3,6415.53,1228.25,1228.25,0,0
0,0,0,1,16630,91,74,57155,0,0,1,0,1,14225.93,6143.1,7067.33,2857.75,2857.75,0,0
0,0,1,1,84500,58,42,222155,1,1,0,1,1,55748.62,9443.1,10367.33,11107.75,11107.75,0,0
0,1,1,0,45729,43,30,112606,1,0,0,1,0,26597.2,7252.12,8176.35,5630.3,5630.3,0,0
1,0,1,1,65947,162,127,98416,0,1,0,1,0,33266.92,7468.32,8392.55,3920.8,3920.8,0,0
0,0,1,1,39939,16,13,123981,1,0,0,1,0,30725.1,7479.62,8403.85,6199.05,6199.05,0,0
0,0,0,1,18158,13,8,70406,1,0,1,1,1,21292.65,6408.12,7332.35,3520.3,3520.3,0,0
0,0,1,1,33147,237,102,106822,0,1,1,0,1,22241.96,7136.4400000000005,8060.67,5341.1,5341.1,0,0
0,0,1,0,52609,104,37,163282,0,1,0,0,0,26177.05,8265.64,9189.87,8164.1,8164.1,0,0
0,0,0,1,137707,44,30,369756,1,1,0,0,1,75013.58,12395.119999999999,13319.35,18487.8,18487.8,0,0
1,0,0,1,33020,128,108,65774,0,1,0,0,0,20703.76,6815.48,7739.71,2288.7000000000003,2288.7000000000003,0,0
0,0,0,1,263343,13,10,415621,1,1,0,0,1,108560.79,13312.42,14236.65,20781.050000000003,20781.050000000003,0,0
0,1,0,0,38297,287,169,110099,0,1,1,0,1,22055.76,7201.98,8126.21,5504.950000000001,5504.950000000001,0,0
0,0,0,0,30835,119,47,58634,0,1,0,0,0,15674.16,6172.68,7096.91,2931.7000000000003,2931.7000000000003,0,0
0,0,0,0,26581,32,14,99294,1,0,0,1,0,18461.6,6985.88,7910.11,4964.700000000001,4964.700000000001,0,0
0,1,1,1,44624,103,47,86244,0,1,0,0,0,26607.72,6724.88,7649.11,4312.2,4312.2,0,0
0,1,1,1,232148,14,9,367779,1,1,0,1,1,104014.22,12355.58,13279.81,18388.95,18388.95,0,0
0,0,0,0,134846,57,53,301846,1,1,0,0,1,64452.7,11036.92,11961.15,15092.300000000001,15092.300000000001,0,0
0,0,1,0,70146,33,14,236362,1,0,0,1,0,34403.7,9727.24,10651.47,11818.1,11818.1,0,0
0,0,1,1,23570,34,20,52649,1,0,1,1,1,23926.62,6052.98,6977.21,2632.4500000000003,2632.4500000000003,0,0
1,0,1,0,13553,70,57,23737,0,0,1,0,0,8690.79,5974.74,6898.97,186.85000000000014,186.85000000000014,0,0
0,1,0,1,80913,14,9,158127,1,0,0,1,0,43135.21,8162.54,9086.77,7906.35,7906.35,0,0
0,0,0,1,21361,125,53,52400,0,1,1,1,1,20140.73,6048.0,6972.23,2620.0,2620.0,0,0
1,0,0,1,13026,34,10,19650,1,0,1,0,1,20593.31,5893.0,6817.23,-17.5,-17.5,0,0
1,0,0,0,32501,126,46,92905,0,1,0,0,0,17247.95,7358.1,8282.33,3645.25,3645.25,0,0
1,1,1,1,78259,229,97,135501,0,1,0,1,0,39775.44,8210.02,9134.25,5775.05,5775.05,0,0
1,0,0,1,124088,67,37,248323,1,1,0,1,1,66485.06,10466.46,11390.69,11416.150000000001,11416.150000000001,0,0
0,0,0,1,31095,104,108,65884,0,1,1,1,1,22890.52,6317.68,7241.91,3294.2000000000003,3294.2000000000003,0,0
1,0,1,0,28487,34,21,68228,1,0,0,1,0,20648.66,6864.5599999999995,7788.79,2411.4,2411.4,0,0
0,0,0,1,47027,156,94,163240,0,1,0,1,0,32505.08,8264.8,9189.03,8162.0,8162.0,0,0
0,0,1,0,48181,73,25,159297,1,0,0,1,0,27440.38,8185.9400000000005,9110.17,7964.85,7964.85,0,0
0,0,1,0,31486,45,27,61855,1,0,0,1,0,19851.02,6237.1,7161.33,3092.75,3092.75,0,0
0,1,1,0,14877,112,90,48197,0,1,1,0,1,13887.77,5963.9400000000005,6888.17,2409.85,2409.85,0,0
0,0,0,1,16717,56,29,37720,1,0,1,0,1,18728.36,5754.4,6678.63,1886.0,1886.0,0,0
0,0,0,0,111242,182,74,220571,0,1,0,0,0,44218.65,9411.42,10335.65,11028.550000000001,11028.550000000001,0,0
0,0,0,1,17844,76,40,56689,1,0,1,0,1,20102.95,6133.78,7058.01,2834.4500000000003,2834.4500000000003,0,0
0,0,0,1,27121,108,52,83594,0,1,1,0,1,21819.77,6671.88,7596.11,4179.7,4179.7,0,0
1,0,1,0,75476,131,56,211050,0,1,0,0,0,33192.14,9721.0,10645.23,9552.5,9552.5,0,0
0,0,1,0,55127,93,60,195004,0,1,0,0,0,27756.76,8900.08,9824.31,9750.2,9750.2,0,0
1,1,1,1,9877,215,169,31849,0,1,1,0,1,14962.03,6136.98,7061.21,592.45,592.45,0,0
0,0,1,1,23283,63,29,35662,1,0,1,1,1,23469.78,5713.24,6637.47,1783.1000000000001,1783.1000000000001,0,0
0,0,1,1,140638,57,37,230350,1,1,0,1,1,69522.32,9607.0,10531.23,11517.5,11517.5,0,0
1,1,0,1,62331,101,62,225554,0,1,0,0,0,37800.07,10011.08,10935.31,10277.7,10277.7,0,0
0,0,1,1,70542,33,10,196728,1,0,0,1,0,38708.81,8934.56,9858.79,9836.400000000001,9836.400000000001,0,0
0,0,1,0,67395,39,36,151621,1,0,0,1,0,30286.67,8032.42,8956.65,7581.05,7581.05,0,0
0,0,1,1,74139,141,69,211533,0,1,0,0,0,38627.7,9230.66,10154.89,10576.650000000001,10576.650000000001,0,0
0,0,1,0,40922,59,27,73522,1,0,0,1,0,23938.08,6470.4400000000005,7394.67,3676.1000000000004,3676.1000000000004,0,0
0,0,0,1,20618,48,17,83489,1,0,1,1,1,23796.9,6669.78,7594.01,4174.45,4174.45,0,0
1,0,0,1,113215,89,86,219441,1,1,0,1,1,57870.05,9888.82,10813.05,9972.050000000001,9972.050000000001,0,0
0,0,1,1,11012,117,80,27918,0,1,1,0,1,13949.18,5558.36,6482.59,1395.9,1395.9,0,0
0,0,0,1,18631,29,15,60651,1,0,1,1,1,22571.69,6213.02,7137.25,3032.55,3032.55,0,0
0,0,0,1,58003,25,8,103672,1,0,0,1,0,34169.08,7073.4400000000005,7997.67,5183.6,5183.6,0,0
1,0,0,1,4435,40,26,16961,1,0,1,1,1,18012.51,5839.22,6763.45,-151.94999999999993,-151.94999999999993,0,0
0,0,1,1,6308,109,51,13056,0,0,1,1,1,16312.94,5261.12,6185.35,652.8000000000001,652.8000000000001,0,0
0,0,0,0,68891,15,9,119090,1,0,0,0,0,28480.4,7381.8,8306.03,5954.5,5954.5,0,0
0,0,0,0,6448,211,167,10824,0,1,1,1,0,10790.86,5216.48,6140.71,541.2,541.2,0,0
1,0,1,1,13980,207,95,48871,0,1,1,0,1,16569.63,6477.42,7401.65,1443.5500000000002,1443.5500000000002,0,0
1,0,0,1,27237,62,23,90759,1,0,0,0,0,25006.54,7315.18,8239.41,3537.95,3537.95,0,0
0,0,0,1,139281,51,44,213189,1,1,0,0,1,64289.53,9263.779999999999,10188.01,10659.45,10659.45,0,0
0,0,1,1,3415,83,62,11883,0,0,1,1,1,13412.48,5237.66,6161.89,594.15,594.15,0,0
0,1,1,1,57090,53,35,88179,1,0,0,1,0,34958.72,6763.58,7687.81,4408.95,4408.95,0,0
0,0,1,0,23238,57,29,42934,0,0,1,0,0,10776.32,5858.68,6782.91,2146.7000000000003,2146.7000000000003,0,0
1,1,1,1,22167,38,18,38463,1,0,1,1,1,26198.57,6269.26,7193.49,923.1500000000001,923.1500000000001,0,0
0,0,0,0,24872,88,55,50977,0,0,1,0,0,9956.11,6019.54,6943.77,2548.8500000000004,2548.8500000000004,0,0
1,0,0,1,5898,18,8,19303,1,0,1,1,1,19180.99,5886.0599999999995,6810.29,-34.84999999999991,-34.84999999999991,0,0
0,0,0,1,36419,21,10,87863,1,0,0,1,0,24949.58,6757.26,7681.49,4393.150000000001,4393.150000000001,0,0
1,0,1,1,119521,25,9,178908,1,1,0,0,1,59035.36,9078.16,10002.39,7945.4,7945.4,0,0
1,0,1,1,98925,213,101,215214,0,1,0,1,1,47184.46,9804.279999999999,10728.51,9760.7,9760.7,0,0
1,0,0,1,6897,38,24,18470,1,0,1,1,1,18497.74,5869.4,6793.63,-76.5,-76.5,0,0
0,1,0,1,16493,57,25,32697,1,0,1,1,1,22093.92,5653.9400000000005,6578.17,1634.8500000000001,1634.8500000000001,0,0
0,0,1,0,66169,128,51,129198,0,1,0,0,0,27291.59,7583.96,8508.19,6459.900000000001,6459.900000000001,0,0
0,0,0,1,40605,41,39,148272,1,0,0,1,0,30230.17,7965.4400000000005,8889.67,7413.6,7413.6,0,0
1,1,1,1,13165,77,69,25249,0,0,1,0,1,15002.78,6004.98,6929.21,262.45000000000005,262.45000000000005,0,0
0,0,0,1,7831,107,87,15642,0,0,1,0,0,10462.95,5312.84,6237.07,782.1,782.1,0,0
0,0,1,0,37597,19,16,104770,1,0,0,0,0,22700.87,7095.4,8019.63,5238.5,5238.5,0,0
0,1,0,0,16432,32,29,64592,1,0,1,1,1,17642.22,6291.84,7216.07,3229.6000000000004,3229.6000000000004,0,0
0,0,1,0,159783,152,102,361108,0,1,0,0,1,63796.77,12222.16,13146.39,18055.4,18055.4,0,0
0,1,0,0,17412,65,32,46818,1,0,1,1,1,20162.93,5936.36,6860.59,2340.9,2340.9,0,0
1,1,0,1,55546,59,32,173811,1,0,0,1,0,36309.54,8976.220000000001,9900.45,7690.550000000001,7690.550000000001,0,0
1,0,0,1,11505,43,28,27448,1,0,1,0,1,18479.69,6048.96,6973.19,372.4000000000001,372.4000000000001,0,0
