x,y
39.856,84
39.857,58
39.858,77
39.859,78
39.86,87
39.861,61
39.862,84
39.863,93
39.864,80
39.865,66
39.866,68
39.867,69
39.868,87
39.869,77
39.87,82
39.871,69
39.872,73
39.873,67
39.874,70
39.875,81
39.876,75
39.877,70
39.878,80
39.879,77
39.88,58
39.881,69
39.882,67
39.883,79
39.884,78
39.885,71
39.886,79
39.887,64
39.888,67
39.889,87
39.89,75
39.891,71
39.892,63
39.893,70
39.894,68
39.895,73
39.896,85
39.897,73
39.898,74
39.899,74
39.9,67
39.901,83
39.902,66
39.903,49
39.904,66
39.905,69
39.906,80
39.907,62
39.908,87
39.909,81
39.91,71
39.911,75
39.912,71
39.913,83
39.914,85
39.915,83
39.916,62
39.917,63
39.918,75
39.919,83
39.92,82
39.921,86
39.922,70
39.923,61
39.924,84
39.925,85
39.926,77
39.927,71
39.928,65
39.929,88
39.93,74
39.931,72
39.932,82
39.933,96
39.934,77
39.935,79
39.936,65
39.937,79
39.938,69
39.939,82
39.94,88
39.941,83
39.942,59
39.943,86
39.944,68
39.945,76
39.946,61
39.947,81
39.948,67
39.949,73
39.95,78
39.951,70
39.952,69
39.953,91
39.954,96
39.955,70
39.956,79
39.957,93
39.958,80
39.959,68
39.96,75
39.961,75
39.962,81
39.963,95
39.964,78
39.965,77
39.966,83
39.967,89
39.968,80
39.969,77
39.97,76
39.971,66
39.972,71
39.973,79
39.974,80
39.975,83
39.976,86
39.977,73
39.978,72
39.979,80
39.98,77
39.981,68
39.982,66
39.983,78
39.984,81
39.985,75
39.986,66
39.987,73
39.988,63
39.989,57
39.99,66
39.991,64
39.992,68
39.993,83
39.994,87
39.995,87
39.996,81
39.997,82
39.998,71
39.999,73
40,72
40.001,104
40.002,79
40.003,83
40.004,69
40.005,96
40.006,93
40.007,74
40.008,70
40.009,90
40.01,81
40.011,82
40.012,60
40.013,76
40.014,62
40.015,70
40.016,74
40.017,81
40.018,81
40.019,72
40.02,81
40.021,82
40.022,68
40.023,77
40.024,101
40.025,99
40.026,77
40.027,80
40.028,73
40.029,81
40.03,79
40.031,93
40.032,75
40.033,78
40.034,78
40.035,95
40.036,56
40.037,65
40.038,90
40.039,71
40.04,72
40.041,82
40.042,95
40.043,89
40.044,80
40.045,57
40.046,73
40.047,85
40.048,82
40.049,65
40.05,63
40.051,79
40.052,67
40.053,64
40.054,71
40.055,78
40.056,81
40.057,68
40.058,72
40.059,68
40.06,92
40.061,63
40.062,70
40.063,82
40.064,53
40.065,80
40.066,94
40.067,76
40.068,68
40.069,60
40.07,77
40.071,65
40.072,60
40.073,70
40.074,80
40.075,65
40.076,82
40.077,66
40.078,73
40.079,79
40.08,81
40.081,85
40.082,69
40.083,78
40.084,71
40.085,71
40.086,90
40.087,69
40.088,71
40.089,91
40.09,81
40.091,96
40.092,80
40.093,82
40.094,79
40.095,80
40.096,68
40.097,61
40.098,69
40.099,71
40.1,75
40.101,73
40.102,82
40.103,64
40.104,76
40.105,67
40.106,86
40.107,74
40.108,72
40.109,82
40.11,98
40.111,83
40.112,79
40.113,69
40.114,102
40.115,75
40.116,80
40.117,84
40.118,93
40.119,75
40.12,68
40.121,69
40.122,77
40.123,68
40.124,73
40.125,68
40.126,72
40.127,84
40.128,87
40.129,76
40.13,87
40.131,79
40.132,73
40.133,73
40.134,76
40.135,72
40.136,89
40.137,83
40.138,80
40.139,84
40.14,55
40.141,74
40.142,60
40.143,97
40.144,71
40.145,88
40.146,68
40.147,79
40.148,77
40.149,69
40.15,79
40.151,77
40.152,77
40.153,80
40.154,76
40.155,68
40.156,72
40.157,89
40.158,84
40.159,73
40.16,67
40.161,78
40.162,79
40.163,75
40.164,70
40.165,71
40.166,72
40.167,66
40.168,82
40.169,78
40.17,60
40.171,82
40.172,85
40.173,81
40.174,61
40.175,76
40.176,84
40.177,79
40.178,75
40.179,75
40.18,77
40.181,83
40.182,85
40.183,63
40.184,77
40.185,80
40.186,88
40.187,72
40.188,70
40.189,76
40.19,81
40.191,86
40.192,68
40.193,88
40.194,69
40.195,70
40.196,76
40.197,84
40.198,89
40.199,72
40.2,66
40.201,70
40.202,75
40.203,74
40.204,60
40.205,73
40.206,62
40.207,76
40.208,81
40.209,65
40.21,67
40.211,74
40.212,82
40.213,72
40.214,69
40.215,101
40.216,68
40.217,98
40.218,73
40.219,86
40.22,75
40.221,77
40.222,79
40.223,71
40.224,87
40.225,79
40.226,83
40.227,81
40.228,68
40.229,88
40.23,96
40.231,93
40.232,78
40.233,87
40.234,61
40.235,84
40.236,74
40.237,69
40.238,87
40.239,78
40.24,70
40.241,66
40.242,77
40.243,79
40.244,81
40.245,69
40.246,70
40.247,78
40.248,76
40.249,81
40.25,72
40.251,79
40.252,67
40.253,83
40.254,68
40.255,80
40.256,68
40.257,69
40.258,73
40.259,92
40.26,98
40.261,72
40.262,81
40.263,69
40.264,79
40.265,76
40.266,70
40.267,83
40.268,73
40.269,83
40.27,65
40.271,75
40.272,93
40.273,79
40.274,66
40.275,97
40.276,98
40.277,77
40.278,79
40.279,66
40.28,77
40.281,93
40.282,63
40.283,55
40.284,79
40.285,73
40.286,72
40.287,74
40.288,80
40.289,67
40.29,60
40.291,69
40.292,93
40.293,80
40.294,78
40.295,76
40.296,63
40.297,71
40.298,71
40.299,73
40.3,88
40.301,83
40.302,79
40.303,76
40.304,66
40.305,76
40.306,76
40.307,100
40.308,72
40.309,81
40.31,76
40.311,77
40.312,71
40.313,74
40.314,67
40.315,87
40.316,73
40.317,81
40.318,95
40.319,78
40.32,70
40.321,70
40.322,69
40.323,82
40.324,80
40.325,69
40.326,69
40.327,78
40.328,77
40.329,81
40.33,62
40.331,78
40.332,94
40.333,62
40.334,68
40.335,71
40.336,82
40.337,81
40.338,81
40.339,73
40.34,75
40.341,70
40.342,72
40.343,62
40.344,87
40.345,82
40.346,70
40.347,96
40.348,91
40.349,85
40.35,72
40.351,90
40.352,75
40.353,68
40.354,83
40.355,78
40.356,89
40.357,78
40.358,87
40.359,84
40.36,80
40.361,82
40.362,75
40.363,93
40.364,86
40.365,88
40.366,56
40.367,68
40.368,78
40.369,71
40.37,86
40.371,96
40.372,79
40.373,79
40.374,75
40.375,87
40.376,73
40.377,63
40.378,79
40.379,81
40.38,76
40.381,72
40.382,75
40.383,85
40.384,55
40.385,75
40.386,88
40.387,72
40.388,78
40.389,67
40.39,53
40.391,80
40.392,78
40.393,62
40.394,82
40.395,70
40.396,67
40.397,81
40.398,85
40.399,84
40.4,72
40.401,87
40.402,68
40.403,81
40.404,69
40.405,89
40.406,79
40.407,86
40.408,70
40.409,68
40.41,92
40.411,82
40.412,71
40.413,79
40.414,85
40.415,69
40.416,90
40.417,75
40.418,68
40.419,79
40.42,89
40.421,85
40.422,78
40.423,70
40.424,64
40.425,77
40.426,73
40.427,79
40.428,75
40.429,80
40.43,66
40.431,70
40.432,75
40.433,73
40.434,74
40.435,61
40.436,66
40.437,64
40.438,76
40.439,72
40.44,77
40.441,80
40.442,93
40.443,95
40.444,82
40.445,71
40.446,64
40.447,69
40.448,79
40.449,70
40.45,81
40.451,84
40.452,74
40.453,87
40.454,84
40.455,81
40.456,73
40.457,61
40.458,91
40.459,78
40.46,84
40.461,67
40.462,74
40.463,90
40.464,83
40.465,72
40.466,79
40.467,71
40.468,80
40.469,75
40.47,77
40.471,74
40.472,72
40.473,76
40.474,66
40.475,74
40.476,93
40.477,71
40.478,74
40.479,79
40.48,62
40.481,81
40.482,77
40.483,81
40.484,97
40.485,79
40.486,85
40.487,63
40.488,74
40.489,78
40.49,86
40.491,71
40.492,68
40.493,76
40.494,69
40.495,87
40.496,91
40.497,85
40.498,90
40.499,81
40.5,71
40.501,57
40.502,66
40.503,76
40.504,82
40.505,77
40.506,69
40.507,61
40.508,80
40.509,75
40.51,73
40.511,67
40.512,69
40.513,87
40.514,73
40.515,76
40.516,84
40.517,79
40.518,87
40.519,81
40.52,82
40.521,66
40.522,75
40.523,74
40.524,86
40.525,69
40.526,83
40.527,90
40.528,74
40.529,73
40.53,83
40.531,62
40.532,87
40.533,73
40.534,82
40.535,69
40.536,76
40.537,79
40.538,73
40.539,75
40.54,68
40.541,75
40.542,83
40.543,74
40.544,87
40.545,86
40.546,68
40.547,68
40.548,75
40.549,80
40.55,79
40.551,77
40.552,84
40.553,71
40.554,68
40.555,79
40.556,76
40.557,67
40.558,57
40.559,63
40.56,64
40.561,71
40.562,82
40.563,93
40.564,76
40.565,66
40.566,67
40.567,68
40.568,91
40.569,70
40.57,73
40.571,79
40.572,90
40.573,65
40.574,90
40.575,70
40.576,80
40.577,74
40.578,95
40.579,56
40.58,74
40.581,92
40.582,73
40.583,96
40.584,76
40.585,74
40.586,66
40.587,85
40.588,82
40.589,70
40.59,82
40.591,83
40.592,70
40.593,72
40.594,73
40.595,90
40.596,73
40.597,69
40.598,68
40.599,69
40.6,67
40.601,71
40.602,81
40.603,72
40.604,82
40.605,69
40.606,61
40.607,71
40.608,84
40.609,86
40.61,68
40.611,73
40.612,77
40.613,74
40.614,76
40.615,77
40.616,74
40.617,75
40.618,74
40.619,73
40.62,84
40.621,107
40.622,74
40.623,66
40.624,67
40.625,78
40.626,74
40.627,91
40.628,70
40.629,74
40.63,83
40.631,82
40.632,76
40.633,62
40.634,91
40.635,94
40.636,77
40.637,77
40.638,91
40.639,66
40.64,88
40.641,70
40.642,84
40.643,75
40.644,75
40.645,63
40.646,84
40.647,61
40.648,67
40.649,78
40.65,70
40.651,61
40.652,75
40.653,90
40.654,91
40.655,85
40.656,80
40.657,80
40.658,63
40.659,69
40.66,83
40.661,82
40.662,75
40.663,85
40.664,96
40.665,72
40.666,90
40.667,73
40.668,85
40.669,67
40.67,68
40.671,73
40.672,83
40.673,88
40.674,65
40.675,77
40.676,78
40.677,82
40.678,96
40.679,102
40.68,79
40.681,84
40.682,81
40.683,85
40.684,72
40.685,68
40.686,69
40.687,72
40.688,79
40.689,96
40.69,95
40.691,65
40.692,66
40.693,68
40.694,76
40.695,73
40.696,88
40.697,72
40.698,64
40.699,84
40.7,91
40.701,74
40.702,76
40.703,83
40.704,81
40.705,96
40.706,80
40.707,77
40.708,72
40.709,76
40.71,71
40.711,71
40.712,77
40.713,83
40.714,98
40.715,64
40.716,75
40.717,78
40.718,75
40.719,74
40.72,69
40.721,77
40.722,70
40.723,78
40.724,73
40.725,76
40.726,77
40.727,72
40.728,98
40.729,73
40.73,72
40.731,75
40.732,56
40.733,62
40.734,69
40.735,76
40.736,88
40.737,67
40.738,91
40.739,79
40.74,69
40.741,80
40.742,78
40.743,72
40.744,75
40.745,80
40.746,83
40.747,83
40.748,92
40.749,102
40.75,63
40.751,77
40.752,82
40.753,74
40.754,74
40.755,74
40.756,67
40.757,85
40.758,72
40.759,76
40.76,81
40.761,87
40.762,81
40.763,69
40.764,68
40.765,78
40.766,85
40.767,77
40.768,67
40.769,71
40.77,76
40.771,77
40.772,83
40.773,74
40.774,80
40.775,76
40.776,84
40.777,71
40.778,88
40.779,66
40.78,68
40.781,88
40.782,51
40.783,84
40.784,77
40.785,81
40.786,69
40.787,70
40.788,77
40.789,85
40.79,90
40.791,66
40.792,67
40.793,80
40.794,77
40.795,84
40.796,75
40.797,78
40.798,88
40.799,77
40.8,76
40.801,66
40.802,80
40.803,70
40.804,73
40.805,76
40.806,76
40.807,82
40.808,86
40.809,70
40.81,80
40.811,72
40.812,82
40.813,87
40.814,75
40.815,70
40.816,93
40.817,74
40.818,71
40.819,97
40.82,74
40.821,77
40.822,81
40.823,86
40.824,93
40.825,78
40.826,85
40.827,80
40.828,83
40.829,71
40.83,83
40.831,61
40.832,73
40.833,85
40.834,70
40.835,76
40.836,80
40.837,81
40.838,83
40.839,78
40.84,64
40.841,65
40.842,87
40.843,85
40.844,83
40.845,80
40.846,77
40.847,54
40.848,81
40.849,78
40.85,93
40.851,72
40.852,81
40.853,61
40.854,82
40.855,79
40.856,90
40.857,62
40.858,83
40.859,87
40.86,81
40.861,88
40.862,72
40.863,79
40.864,70
40.865,90
40.866,92
40.867,89
40.868,93
40.869,69
40.87,79
40.871,68
40.872,63
40.873,91
40.874,76
40.875,69
40.876,78
40.877,85
40.878,61
40.879,71
40.88,86
40.881,81
40.882,60
40.883,60
40.884,73
40.885,88
40.886,87
40.887,95
40.888,87
40.889,79
40.89,86
40.891,86
40.892,73
40.893,82
40.894,75
40.895,66
40.896,81
40.897,76
40.898,74
40.899,79
40.9,83
40.901,85
40.902,79
40.903,76
40.904,78
40.905,57
40.906,77
40.907,75
40.908,69
40.909,82
40.91,97
40.911,83
40.912,80
40.913,97
40.914,79
40.915,68
40.916,70
40.917,76
40.918,63
40.919,63
40.92,61
40.921,77
40.922,63
40.923,80
40.924,73
40.925,89
40.926,86
40.927,55
40.928,64
40.929,77
40.93,88
40.931,79
40.932,65
40.933,86
40.934,79
40.935,72
40.936,76
40.937,74
40.938,91
40.939,91
40.94,76
40.941,96
40.942,69
40.943,60
40.944,82
40.945,80
40.946,72
40.947,61
40.948,82
40.949,69
40.95,58
40.951,95
40.952,86
40.953,73
40.954,83
40.955,83
40.956,66
40.957,96
40.958,73
40.959,64
40.96,82
40.961,82
40.962,70
40.963,80
40.964,78
40.965,72
40.966,76
40.967,77
40.968,73
40.969,90
40.97,76
40.971,77
40.972,67
40.973,81
40.974,76
40.975,70
40.976,81
40.977,71
40.978,73
40.979,70
40.98,70
40.981,73
40.982,81
40.983,82
40.984,73
40.985,78
40.986,86
40.987,67
40.988,72
40.989,72
40.99,63
40.991,84
40.992,96
40.993,79
40.994,81
40.995,84
40.996,72
40.997,75
40.998,80
40.999,61
41,71
41.001,83
41.002,80
41.003,76
41.004,65
41.005,71
41.006,87
41.007,79
41.008,81
41.009,69
41.01,67
41.011,77
41.012,69
41.013,87
41.014,91
41.015,68
41.016,79
41.017,73
41.018,75
41.019,62
41.02,71
41.021,88
41.022,84
41.023,76
41.024,70
41.025,71
41.026,76
41.027,71
41.028,75
41.029,78
41.03,76
41.031,78
41.032,90
41.033,64
41.034,89
41.035,76
41.036,74
41.037,74
41.038,68
41.039,72
41.04,71
41.041,78
41.042,88
41.043,88
41.044,74
41.045,68
41.046,82
41.047,83
41.048,71
41.049,72
41.05,76
41.051,82
41.052,81
41.053,78
41.054,75
41.055,83
41.056,71
41.057,65
41.058,69
41.059,78
41.06,85
41.061,65
41.062,71
41.063,84
41.064,74
41.065,86
41.066,99
41.067,80
41.068,84
41.069,73
41.07,63
41.071,73
41.072,64
41.073,79
41.074,83
41.075,63
41.076,97
41.077,89
41.078,83
41.079,81
41.08,94
41.081,83
41.082,73
41.083,78
41.084,77
41.085,73
41.086,80
41.087,74
41.088,80
41.089,69
41.09,65
41.091,74
41.092,87
41.093,63
41.094,59
41.095,100
41.096,79
41.097,76
41.098,91
41.099,69
41.1,74
41.101,75
41.102,75
41.103,68
41.104,87
41.105,81
41.106,70
41.107,81
41.108,74
41.109,82
41.11,79
41.111,89
41.112,72
41.113,75
41.114,90
41.115,59
41.116,66
41.117,90
41.118,68
41.119,86
41.12,76
41.121,80
41.122,83
41.123,90
41.124,77
41.125,74
41.126,69
41.127,66
41.128,70
41.129,79
41.13,80
41.131,79
41.132,81
41.133,85
41.134,71
41.135,96
41.136,69
41.137,80
41.138,80
41.139,73
41.14,72
41.141,76
41.142,87
41.143,73
41.144,69
41.145,84
41.146,58
41.147,84
41.148,82
41.149,66
41.15,81
41.151,81
41.152,68
41.153,80
41.154,60
41.155,67
41.156,73
41.157,101
41.158,67
41.159,74
41.16,78
41.161,87
41.162,91
41.163,87
41.164,72
41.165,77
41.166,74
41.167,78
41.168,65
41.169,67
41.17,78
41.171,87
41.172,72
41.173,86
41.174,72
41.175,85
41.176,67
41.177,69
41.178,73
41.179,74
41.18,72
41.181,61
41.182,72
41.183,76
41.184,76
41.185,82
41.186,75
41.187,100
41.188,72
41.189,66
41.19,87
41.191,74
41.192,62
41.193,81
41.194,84
41.195,92
41.196,85
41.197,66
41.198,79
41.199,68
41.2,69
41.201,81
41.202,78
41.203,65
41.204,82
41.205,73
41.206,79
41.207,82
41.208,87
41.209,64
41.21,76
41.211,68
41.212,67
41.213,78
41.214,75
41.215,75
41.216,70
41.217,83
41.218,76
41.219,87
41.22,62
41.221,65
41.222,77
41.223,72
41.224,75
41.225,69
41.226,72
41.227,82
41.228,82
41.229,78
41.23,83
41.231,67
41.232,81
41.233,62
41.234,81
41.235,78
41.236,73
41.237,83
41.238,74
41.239,83
41.24,79
41.241,91
41.242,73
41.243,73
41.244,83
41.245,83
41.246,77
41.247,72
41.248,87
41.249,79
41.25,70
41.251,67
41.252,81
41.253,73
41.254,69
41.255,73
41.256,80
41.257,87
41.258,93
41.259,72
41.26,69
41.261,76
41.262,71
41.263,72
41.264,84
41.265,68
41.266,88
41.267,84
41.268,74
41.269,67
41.27,75
41.271,71
41.272,73
41.273,89
41.274,95
41.275,61
41.276,86
41.277,88
41.278,73
41.279,85
41.28,79
41.281,71
41.282,79
41.283,75
41.284,70
41.285,86
41.286,72
41.287,78
41.288,84
41.289,65
41.29,81
41.291,75
41.292,75
41.293,77
41.294,87
41.295,61
41.296,80
41.297,71
41.298,76
41.299,64
41.3,68
41.301,68
41.302,69
41.303,65
41.304,69
41.305,87
41.306,68
41.307,80
41.308,73
41.309,84
41.31,71
41.311,68
41.312,79
41.313,63
41.314,78
41.315,74
41.316,74
41.317,79
41.318,75
41.319,77
41.32,77
41.321,84
41.322,83
41.323,91
41.324,89
41.325,71
41.326,90
41.327,74
41.328,77
41.329,76
41.33,82
41.331,69
41.332,86
41.333,92
41.334,90
41.335,69
41.336,81
41.337,84
41.338,83
41.339,80
41.34,65
41.341,81
41.342,82
41.343,62
41.344,102
41.345,74
41.346,90
41.347,73
41.348,88
41.349,84
41.35,82
41.351,74
41.352,81
41.353,98
41.354,72
41.355,76
41.356,79
41.357,81
41.358,82
41.359,88
41.36,55
41.361,72
41.362,76
41.363,62
41.364,66
41.365,72
41.366,84
41.367,84
41.368,73
41.369,70
41.37,64
41.371,74
41.372,71
41.373,74
41.374,84
41.375,66
41.376,74
41.377,87
41.378,68
41.379,83
41.38,78
41.381,86
41.382,72
41.383,76
41.384,87
41.385,75
41.386,70
41.387,69
41.388,72
41.389,86
41.39,78
41.391,81
41.392,68
41.393,83
41.394,86
41.395,72
41.396,66
41.397,81
41.398,81
41.399,70
41.4,81
41.401,75
41.402,78
41.403,86
41.404,79
41.405,73
41.406,76
41.407,78
41.408,85
41.409,78
41.41,68
41.411,76
41.412,72
41.413,82
41.414,73
41.415,96
41.416,73
41.417,84
41.418,85
41.419,78
41.42,86
41.421,81
41.422,97
41.423,69
41.424,64
41.425,87
41.426,78
41.427,63
41.428,78
41.429,78
41.43,77
41.431,81
41.432,75
41.433,68
41.434,89
41.435,78
41.436,84
41.437,69
41.438,79
41.439,72
41.44,84
41.441,62
41.442,80
41.443,73
41.444,83
41.445,82
41.446,91
41.447,74
41.448,82
41.449,85
41.45,69
41.451,70
41.452,76
41.453,86
41.454,79
41.455,72
41.456,64
41.457,71
41.458,74
41.459,76
41.46,83
41.461,66
41.462,93
41.463,86
41.464,77
41.465,82
41.466,61
41.467,82
41.468,65
41.469,83
41.47,76
41.471,76
41.472,70
41.473,75
41.474,72
41.475,99
41.476,85
41.477,72
41.478,81
41.479,78
41.48,68
41.481,79
41.482,75
41.483,90
41.484,80
41.485,65
41.486,57
41.487,70
41.488,79
41.489,75
41.49,89
41.491,62
41.492,83
41.493,76
41.494,67
41.495,75
41.496,86
41.497,82
41.498,55
41.499,76
41.5,76
41.501,86
41.502,77
41.503,79
41.504,76
41.505,69
41.506,81
41.507,71
41.508,83
41.509,74
41.51,75
41.511,92
41.512,75
41.513,67
41.514,82
41.515,92
41.516,78
41.517,66
41.518,88
41.519,80
41.52,80
41.521,77
41.522,88
41.523,86
41.524,72
41.525,68
41.526,74
41.527,86
41.528,90
41.529,73
41.53,78
41.531,82
41.532,94
41.533,65
41.534,73
41.535,82
41.536,76
41.537,70
41.538,72
41.539,76
41.54,77
41.541,70
41.542,80
41.543,75
41.544,84
41.545,84
41.546,86
41.547,72
41.548,82
41.549,68
41.55,73
41.551,75
41.552,93
41.553,82
41.554,75
41.555,87
41.556,92
41.557,68
41.558,76
41.559,72
41.56,81
41.561,77
41.562,73
41.563,71
41.564,88
41.565,77
41.566,81
41.567,69
41.568,73
41.569,72
41.57,78
41.571,86
41.572,69
41.573,69
41.574,74
41.575,72
41.576,74
41.577,87
41.578,76
41.579,82
41.58,72
41.581,82
41.582,88
41.583,77
41.584,75
41.585,68
41.586,74
41.587,75
41.588,89
41.589,88
41.59,76
41.591,78
41.592,80
41.593,68
41.594,90
41.595,73
41.596,66
41.597,78
41.598,78
41.599,73
41.6,86
41.601,74
41.602,70
41.603,68
41.604,68
41.605,73
41.606,78
41.607,69
41.608,77
41.609,71
41.61,66
41.611,82
41.612,89
41.613,70
41.614,76
41.615,69
41.616,75
41.617,94
41.618,61
41.619,80
41.62,72
41.621,84
41.622,68
41.623,85
41.624,92
41.625,80
41.626,76
41.627,72
41.628,81
41.629,90
41.63,76
41.631,78
41.632,77
41.633,73
41.634,74
41.635,60
41.636,72
41.637,72
41.638,79
41.639,75
41.64,82
41.641,73
41.642,74
41.643,83
41.644,68
41.645,86
41.646,80
41.647,69
41.648,85
41.649,73
41.65,78
41.651,78
41.652,73
41.653,76
41.654,90
41.655,64
41.656,85
41.657,79
41.658,63
41.659,66
41.66,96
41.661,58
41.662,76
41.663,72
41.664,81
41.665,82
41.666,94
41.667,82
41.668,80
41.669,86
41.67,66
41.671,73
41.672,90
41.673,67
41.674,78
41.675,81
41.676,84
41.677,84
41.678,82
41.679,72
41.68,80
41.681,78
41.682,84
41.683,79
41.684,65
41.685,79
41.686,78
41.687,74
41.688,85
41.689,83
41.69,78
41.691,77
41.692,64
41.693,65
41.694,79
41.695,78
41.696,85
41.697,70
41.698,88
41.699,95
41.7,73
41.701,72
41.702,63
41.703,74
41.704,69
41.705,82
41.706,88
41.707,84
41.708,76
41.709,79
41.71,85
41.711,86
41.712,79
41.713,90
41.714,75
41.715,64
41.716,65
41.717,87
41.718,83
41.719,84
41.72,85
41.721,54
41.722,75
41.723,83
41.724,68
41.725,75
41.726,71
41.727,94
41.728,70
41.729,75
41.73,79
41.731,73
41.732,62
41.733,72
41.734,67
41.735,95
41.736,72
41.737,72
41.738,69
41.739,94
41.74,71
41.741,65
41.742,92
41.743,71
41.744,96
41.745,87
41.746,79
41.747,93
41.748,73
41.749,71
41.75,88
41.751,90
41.752,83
41.753,65
41.754,58
41.755,67
41.756,78
41.757,68
41.758,78
41.759,80
41.76,69
41.761,80
41.762,73
41.763,82
41.764,74
41.765,76
41.766,67
41.767,85
41.768,56
41.769,60
41.77,95
41.771,85
41.772,84
41.773,65
41.774,75
41.775,61
41.776,66
41.777,69
41.778,72
41.779,76
41.78,83
41.781,63
41.782,68
41.783,78
41.784,87
41.785,85
41.786,70
41.787,69
41.788,68
41.789,86
41.79,70
41.791,81
41.792,80
41.793,66
41.794,87
41.795,69
41.796,69
41.797,81
41.798,85
41.799,93
41.8,76
41.801,72
41.802,84
41.803,80
41.804,77
41.805,75
41.806,71
41.807,74
41.808,73
41.809,91
41.81,64
41.811,72
41.812,74
41.813,67
41.814,74
41.815,82
41.816,55
41.817,77
41.818,81
41.819,81
41.82,83
41.821,75
41.822,90
41.823,86
41.824,66
41.825,75
41.826,76
41.827,78
41.828,77
41.829,86
41.83,78
41.831,75
41.832,77
41.833,84
41.834,85
41.835,80
41.836,81
41.837,75
41.838,80
41.839,76
41.84,78
41.841,73
41.842,75
41.843,98
41.844,84
41.845,80
41.846,81
41.847,85
41.848,67
41.849,73
41.85,78
41.851,86
41.852,66
41.853,71
41.854,98
41.855,79
41.856,64
41.857,77
41.858,67
41.859,100
41.86,77
41.861,71
41.862,83
41.863,81
41.864,86
41.865,75
41.866,75
41.867,85
41.868,64
41.869,78
41.87,79
41.871,62
41.872,79
41.873,73
41.874,88
41.875,80
41.876,80
41.877,94
41.878,77
41.879,72
41.88,76
41.881,73
41.882,85
41.883,83
41.884,85
41.885,66
41.886,95
41.887,77
41.888,63
41.889,84
41.89,80
41.891,74
41.892,75
41.893,47
41.894,84
41.895,81
41.896,76
41.897,80
41.898,67
41.899,79
41.9,65
41.901,82
41.902,80
41.903,79
41.904,66
41.905,85
41.906,69
41.907,93
41.908,89
41.909,84
41.91,82
41.911,87
41.912,80
41.913,69
41.914,80
41.915,76
41.916,67
41.917,86
41.918,71
41.919,83
41.92,78
41.921,86
41.922,71
41.923,71
41.924,73
41.925,86
41.926,77
41.927,75
41.928,75
41.929,76
41.93,75
41.931,90
41.932,74
41.933,74
41.934,78
41.935,75
41.936,70
41.937,90
41.938,80
41.939,66
41.94,63
41.941,82
41.942,82
41.943,81
41.944,81
41.945,80
41.946,83
41.947,90
41.948,74
41.949,96
41.95,75
41.951,59
41.952,92
41.953,74
41.954,85
41.955,73
41.956,86
41.957,90
41.958,74
41.959,75
41.96,73
41.961,98
41.962,66
41.963,85
41.964,89
41.965,81
41.966,72
41.967,72
41.968,73
41.969,65
41.97,78
41.971,88
41.972,89
41.973,76
41.974,87
41.975,76
41.976,71
41.977,76
41.978,71
41.979,89
41.98,70
41.981,80
41.982,76
41.983,72
41.984,78
41.985,81
41.986,67
41.987,89
41.988,74
41.989,100
41.99,57
41.991,62
41.992,77
41.993,62
41.994,73
41.995,80
41.996,101
41.997,81
41.998,85
41.999,75
42,73
42.001,80
42.002,89
42.003,68
42.004,74
42.005,78
42.006,75
42.007,71
42.008,65
42.009,76
42.01,73
42.011,75
42.012,70
42.013,75
42.014,76
42.015,81
42.016,78
42.017,70
42.018,73
42.019,70
42.02,76
42.021,73
42.022,80
42.023,78
42.024,76
42.025,73
42.026,71
42.027,79
42.028,71
42.029,78
42.03,86
42.031,74
42.032,71
42.033,82
42.034,77
42.035,79
42.036,77
42.037,78
42.038,80
42.039,77
42.04,84
42.041,68
42.042,66
42.043,72
42.044,90
42.045,68
42.046,80
42.047,71
42.048,84
42.049,67
42.05,88
42.051,62
42.052,63
42.053,76
42.054,71
42.055,78
42.056,87
42.057,80
42.058,71
42.059,76
42.06,95
42.061,89
42.062,77
42.063,73
42.064,76
42.065,65
42.066,88
42.067,75
42.068,76
42.069,72
42.07,86
42.071,60
42.072,89
42.073,80
42.074,85
42.075,78
42.076,84
42.077,78
42.078,71
42.079,91
42.08,78
42.081,85
42.082,78
42.083,83
42.084,79
42.085,89
42.086,75
42.087,70
42.088,82
42.089,80
42.09,71
42.091,66
42.092,75
42.093,78
42.094,64
42.095,88
42.096,88
42.097,79
42.098,76
42.099,50
42.1,80
42.101,85
42.102,78
42.103,78
42.104,64
42.105,93
42.106,74
42.107,67
42.108,83
42.109,71
42.11,77
42.111,76
42.112,106
42.113,69
42.114,70
42.115,73
42.116,75
42.117,75
42.118,74
42.119,75
42.12,86
42.121,74
42.122,69
42.123,80
42.124,84
42.125,72
42.126,89
42.127,78
42.128,59
42.129,78
42.13,74
42.131,73
42.132,90
42.133,79
42.134,64
42.135,94
42.136,76
42.137,78
42.138,66
42.139,90
42.14,77
42.141,94
42.142,80
42.143,60
42.144,72
42.145,75
42.146,72
42.147,61
42.148,79
42.149,80
42.15,81
42.151,72
42.152,85
42.153,94
42.154,92
42.155,72
42.156,75
42.157,75
42.158,86
42.159,74
42.16,86
42.161,75
42.162,78
42.163,76
42.164,75
42.165,91
42.166,88
42.167,65
42.168,67
42.169,84
42.17,70
42.171,80
42.172,75
42.173,76
42.174,82
42.175,70
42.176,73
42.177,60
42.178,73
42.179,64
42.18,77
42.181,79
42.182,69
42.183,100
42.184,65
42.185,84
42.186,77
42.187,81
42.188,80
