Guild Membership,Player Skill Level,Time Spent Playing,Side-quest Group Assignment,Customization Level,Side-quest Engagement,Won Items,In-game Purchases,Total Inventory
0,79.83,156.0,1,0.38,1,1,9021.33,5416.4
1,19.68,36.86,1,0.01,1,0,2239.91,1346.7
0,32.78,64.07,0,0.31,1,1,3908.56,2343.48
0,20.08,36.97,1,0.99,1,1,2461.87,1482.18
1,9.08,14.93,0,0.73,0,0,1051.71,620.94
0,13.76,25.07,0,0.72,1,1,1792.02,1075.74
1,46.75,92.09,0,0.76,1,0,5250.78,3156.11
1,7.85,14.08,0,0.62,1,1,1264.39,761.06
0,6.75,10.83,0,0.59,1,0,712.51,427.76
1,7.16,10.45,0,0.45,1,1,1122.58,672.83
1,9.79,17.32,1,0.44,1,1,1459.23,878.27
0,7.97,12.83,0,0.87,1,1,1130.97,678.18
0,37.93,73.36,1,0.39,1,0,4147.08,2491.38
0,14.27,26.33,0,0.84,1,0,1553.23,929.34
1,25.2,47.85,1,0.84,1,1,3147.24,1896.97
1,11.33,18.97,0,0.77,1,1,1585.1,954.8
1,7.85,11.43,1,0.04,1,0,883.24,539.01
1,5.41,7.81,0,0.15,1,0,654.28,390.63
1,7.76,12.36,0,0.31,1,1,1206.42,730.97
1,14.56,26.44,1,0.85,1,1,1972.41,1178.12
1,17.96,33.52,1,0.87,1,1,2353.8,1416.89
0,19.41,36.16,0,0.04,1,1,2405.17,1443.52
1,4.93,7.36,0,0.32,1,1,917.07,551.83
1,11.43,20.67,0,0.85,1,1,1641.49,989.54
1,7.02,11.44,0,0.25,1,1,1144.84,691.62
1,14.81,27.65,1,0.98,1,1,2019.19,1216.71
0,16.03,28.93,0,0.49,1,1,2017.22,1213.09
1,5.83,9.46,1,0.94,1,1,1025.52,619.02
0,23.01,44.28,1,0.43,1,1,2829.94,1697.85
1,71.37,140.22,0,0.32,1,1,8225.11,4932.84
0,22.08,39.43,0,0.36,1,1,2637.81,1584.52
1,10.26,18.11,0,0.88,1,0,1207.67,713.88
1,10.96,18.99,1,0.33,1,1,1565.57,942.44
1,10.56,18.59,0,0.67,1,0,1235.81,745.84
0,6.93,11.59,0,0.47,1,1,1045.4,631.34
1,14.99,27.57,0,0.94,1,1,2027.07,1214.19
1,5.66,9.19,0,0.16,1,0,709.0,415.18
1,3.9,5.34,0,0.43,0,0,506.22,307.01
0,13.59,25.19,0,0.12,1,1,1785.54,1068.38
1,13.59,24.35,0,0.58,1,1,1859.88,1110.49
0,9.45,15.62,1,0.4,0,0,988.81,598.03
1,5.45,8.68,0,0.06,1,1,983.52,584.34
0,14.84,25.24,1,0.85,1,1,1848.44,1109.21
1,7.54,11.47,0,0.38,1,0,870.34,531.09
1,11.13,20.23,1,0.49,1,1,1613.71,965.89
0,43.35,85.04,0,0.41,1,1,5068.87,3036.99
0,18.07,34.24,0,0.49,1,1,2281.39,1372.37
1,6.31,8.89,1,0.02,1,1,1031.65,621.62
0,5.94,8.79,1,0.82,1,0,611.86,358.83
1,12.39,22.78,0,0.33,1,0,1452.81,871.95
0,4.76,7.55,0,0.72,1,0,514.57,314.63
0,4.2,5.56,1,0.06,1,1,725.35,443.21
0,15.94,30.09,0,0.52,1,1,2049.86,1229.62
1,19.41,35.38,1,0.91,1,0,2180.99,1311.07
0,17.0,31.55,1,0.4,1,1,2147.51,1292.22
1,15.31,27.03,0,0.2,1,1,2026.9,1222.18
1,10.76,19.74,1,0.1,1,1,1576.56,946.48
0,7.58,12.58,0,0.86,1,1,1106.14,671.16
1,21.78,39.33,1,0.24,1,0,2416.23,1446.09
0,33.61,65.55,0,0.98,1,1,3996.95,2403.07
1,9.23,16.01,0,0.25,1,0,1093.63,651.17
0,6.44,9.82,1,0.48,1,1,967.8,572.73
0,5.15,8.7,0,0.46,0,0,568.07,343.9
1,6.23,10.5,1,0.06,1,0,775.33,479.98
1,14.73,25.29,0,0.53,1,0,1645.99,989.19
0,5.39,5.86,0,0.67,1,0,495.03,295.97
1,15.78,29.24,0,0.74,1,1,2116.09,1276.86
0,18.43,34.03,1,0.52,1,1,2293.37,1374.8
1,3.83,5.44,0,0.81,1,0,503.96,293.55
1,6.76,10.37,1,0.75,1,0,798.56,483.85
0,12.01,22.6,0,0.19,1,1,1628.92,986.13
0,12.74,22.29,0,0.4,1,1,1655.35,994.86
0,16.66,31.82,1,0.14,1,1,2137.35,1284.97
0,10.96,19.4,0,0.13,1,0,1179.75,704.81
0,27.3,52.64,0,0.71,0,0,2993.1,1795.05
1,14.57,23.69,1,0.53,1,0,1586.96,953.29
1,6.27,9.89,0,0.6,1,0,760.91,456.77
0,5.43,9.12,1,0.73,1,0,596.06,357.82
1,20.65,38.88,1,0.28,1,0,2349.06,1393.73
1,12.63,22.48,0,0.4,1,1,1754.89,1054.76
1,18.05,34.09,1,0.61,1,1,2374.91,1419.31
1,17.96,33.61,1,0.1,1,0,2055.02,1235.39
1,4.52,5.15,1,0.83,1,1,831.93,505.44
0,5.21,8.73,0,0.34,1,0,572.89,346.53
0,6.93,11.09,1,0.66,1,1,1026.71,611.28
0,7.27,12.09,1,1.0,1,1,1070.67,639.23
0,10.48,15.47,0,0.48,1,1,1341.48,805.56
0,23.97,45.18,0,0.22,1,1,2901.47,1746.15
1,26.91,50.83,0,0.22,1,1,3321.73,1999.01
0,10.95,18.54,1,0.06,1,1,1455.88,876.33
1,10.44,17.88,1,0.77,1,1,1507.73,900.82
0,7.42,12.3,0,0.29,1,1,1090.03,660.89
1,13.14,23.51,1,0.17,1,0,1512.93,907.63
1,22.46,40.35,0,0.71,1,1,2783.54,1669.14
0,20.75,38.94,0,0.31,1,1,2555.03,1531.58
0,25.28,47.1,0,0.6,1,1,3027.09,1809.64
1,3.17,3.73,0,0.42,1,0,419.59,257.25
0,10.0,18.02,0,0.33,1,1,1389.52,834.09
0,30.34,58.03,1,0.49,1,1,3607.83,2162.24
0,9.12,15.27,0,0.31,1,0,963.79,581.31
1,24.69,48.39,0,0.87,1,1,3132.97,1884.72
1,8.86,15.96,1,0.07,1,0,1074.08,635.79
1,15.96,29.3,1,0.03,1,1,2124.77,1283.61
1,6.79,10.31,1,0.41,1,1,1100.22,672.24
1,6.36,10.09,0,0.17,1,1,1069.79,643.38
1,19.18,35.25,1,0.74,1,1,2465.39,1481.43
1,20.81,39.42,0,0.35,1,1,2671.07,1615.61
0,11.2,20.63,0,0.26,1,1,1528.85,912.84
0,6.26,9.1,1,0.36,0,0,636.18,379.1
1,15.22,27.03,0,0.22,1,0,1723.59,1037.06
1,28.31,54.56,1,0.3,1,1,3502.94,2108.5
0,38.75,75.18,1,0.57,1,1,4541.72,2726.22
0,10.35,17.02,0,0.86,1,1,1376.81,823.02
1,4.44,6.04,1,0.37,1,1,848.98,516.83
1,21.09,39.54,0,0.32,1,1,2691.34,1615.77
0,11.57,18.0,0,0.78,1,0,1165.11,699.07
1,24.31,46.25,1,0.02,1,0,2751.78,1655.72
1,13.38,25.09,1,0.3,1,0,1571.97,950.71
1,6.25,10.39,0,0.45,1,1,1073.14,646.08
0,20.73,35.2,1,0.6,1,1,2440.98,1467.98
0,28.34,55.02,0,0.16,1,1,3417.16,2056.53
0,10.74,18.06,0,0.43,1,1,1428.48,856.95
0,5.43,9.44,1,0.57,1,1,900.67,538.66
1,4.04,6.13,0,0.51,1,0,536.4,320.0
0,7.12,11.83,1,0.57,1,0,761.55,452.33
1,9.94,17.37,1,0.66,1,1,1467.55,876.09
0,20.32,38.73,1,0.38,1,1,2529.08,1529.55
0,6.04,9.19,1,0.06,1,1,927.18,552.84
1,37.92,72.09,1,0.06,1,1,4512.33,2709.76
1,4.7,7.91,1,0.86,1,1,922.05,553.8
0,71.97,140.65,0,0.68,1,1,8168.5,4907.35
1,46.36,89.58,1,0.76,1,1,5455.07,3274.62
1,12.21,22.35,0,0.93,1,1,1730.99,1046.53
1,4.75,6.79,0,0.75,1,1,891.58,535.3
1,11.11,20.5,0,0.69,1,1,1620.08,974.27
0,14.72,23.56,1,0.66,1,0,1492.85,899.46
1,5.74,8.25,0,0.26,1,1,983.26,591.95
1,21.54,38.54,0,0.96,0,0,2383.25,1432.58
0,7.52,12.46,0,0.54,1,1,1099.1,661.88
0,6.96,12.09,0,0.22,1,0,762.73,450.57
1,10.01,18.63,0,0.21,1,0,1210.08,729.88
0,13.16,21.19,1,0.82,1,1,1643.51,992.99
0,59.84,115.99,0,0.25,0,0,6521.62,3912.32
1,7.86,13.58,1,0.04,1,0,951.55,569.9
0,17.14,31.6,0,0.43,1,0,1855.67,1114.87
0,12.85,23.37,0,0.82,0,0,1394.32,846.32
1,13.87,26.19,1,0.41,1,1,1929.2,1157.1
1,15.61,29.18,0,0.8,1,1,2106.98,1268.3
0,21.01,39.96,0,0.83,1,1,2598.19,1559.04
1,16.29,29.1,1,0.86,1,0,1838.96,1106.36
1,14.02,24.77,0,0.59,1,0,1594.44,950.28
1,13.97,25.02,0,0.7,1,0,1599.32,968.57
0,9.78,18.11,0,0.26,1,1,1384.98,833.82
0,6.38,10.52,0,0.1,1,1,984.3,590.19
0,11.77,19.73,0,0.53,1,1,1530.91,918.29
1,13.19,24.72,1,0.01,0,0,1551.06,932.03
1,15.0,27.35,0,0.47,1,0,1722.47,1043.5
1,13.29,23.47,0,0.1,1,1,1818.85,1100.04
1,10.29,18.29,1,0.11,0,0,1212.35,726.06
1,10.87,19.92,0,0.87,1,1,1591.15,956.16
0,8.35,14.0,0,0.64,1,1,1189.1,715.18
1,14.57,26.63,0,0.65,1,1,1977.6,1177.8
1,12.34,20.96,0,0.4,1,0,1394.7,835.67
1,17.13,29.11,0,0.41,1,1,2179.7,1309.87
0,24.02,45.54,0,0.3,1,1,2917.02,1746.67
1,6.96,12.28,1,0.43,1,1,1166.79,709.71
0,16.94,31.78,0,0.59,1,1,2149.84,1285.27
0,15.99,27.98,1,0.19,1,1,1988.27,1188.89
1,47.5,92.03,0,0.26,1,1,5585.7,3355.88
1,9.89,17.69,0,0.49,1,1,1474.05,886.82
0,18.52,35.05,0,0.38,1,1,2326.4,1394.58
1,11.34,21.12,0,0.82,1,0,1351.36,815.85
0,4.84,7.22,0,0.82,1,1,810.77,488.68
0,11.11,15.84,1,0.34,1,0,1083.28,659.21
0,20.67,39.39,1,0.45,1,1,2567.06,1532.34
1,9.48,16.06,0,0.98,1,0,1107.75,662.04
1,2.81,3.85,0,0.83,1,1,707.17,433.58
1,10.58,19.76,0,0.22,0,0,1272.69,766.02
1,7.49,11.26,1,0.28,1,1,1161.3,697.25
0,12.39,22.65,0,0.08,1,1,1648.95,988.36
0,39.19,76.37,0,0.68,1,1,4600.17,2762.85
1,21.21,38.7,0,0.32,1,1,2671.79,1598.35
0,33.21,64.11,0,0.54,1,0,3633.85,2173.14
1,10.95,17.99,0,0.77,1,1,1537.07,926.06
1,10.25,18.56,1,0.84,1,0,1220.08,736.32
1,7.3,11.17,0,0.33,1,0,850.84,515.21
0,7.33,12.25,0,0.24,1,0,783.42,467.91
0,7.78,12.15,1,0.85,1,1,1103.25,660.6
1,5.16,7.55,0,0.38,1,1,935.77,562.45
0,31.74,60.1,1,0.82,1,1,3740.9,2240.57
1,4.69,4.84,0,0.15,1,0,530.17,321.42
0,38.47,73.75,0,0.91,1,0,4186.43,2510.38
0,34.06,65.0,0,0.48,1,1,4001.74,2401.71
0,18.97,34.68,0,0.17,1,0,2038.86,1222.44
0,6.87,10.84,0,0.54,0,0,718.09,433.42
1,4.03,6.27,0,0.87,0,0,537.88,324.16
0,8.14,13.77,0,0.39,1,0,870.37,531.76
0,18.02,33.21,1,0.18,1,1,2246.85,1347.19
0,12.16,21.11,0,0.58,1,0,1290.85,783.47
0,5.92,9.65,1,0.83,0,0,635.98,372.53
0,27.09,51.41,0,0.12,1,0,2947.12,1770.72
0,37.27,72.29,1,0.04,1,1,4382.38,2622.5
1,10.89,19.06,0,0.06,1,0,1266.29,754.66
1,11.94,22.21,0,0.23,1,1,1714.4,1024.76
1,4.23,6.72,0,0.01,1,1,861.47,512.62
1,9.32,15.79,1,0.43,1,1,1387.83,830.66
0,18.52,34.54,1,0.7,1,1,2312.69,1399.62
1,15.98,29.98,0,0.71,1,0,1848.84,1104.91
1,8.91,15.23,1,0.64,1,1,1351.49,803.82
0,9.91,16.63,0,0.3,1,0,1044.64,629.25
1,8.44,15.55,0,0.74,1,1,1339.19,805.73
0,9.17,16.45,1,0.58,0,0,1002.58,612.63
0,15.83,28.93,0,0.86,1,1,2009.58,1206.54
1,3.16,4.84,0,0.48,1,1,752.0,440.77
0,10.49,19.07,1,0.18,1,1,1446.06,866.5
0,14.29,26.96,1,0.63,1,0,1573.13,941.64
0,10.61,17.88,0,0.15,1,1,1417.97,845.62
0,11.34,19.06,0,0.96,1,1,1488.8,891.47
0,8.33,14.96,0,0.7,1,1,1215.86,729.77
1,7.75,14.09,0,0.76,1,1,1262.04,757.92
1,11.33,20.58,0,0.68,0,0,1334.07,793.54
1,13.73,23.26,1,0.1,1,1,1833.31,1104.03
0,4.93,5.58,0,0.47,0,0,462.87,285.9
1,18.04,33.28,0,0.65,1,1,2343.43,1408.46
1,11.04,18.67,1,0.23,1,1,1560.71,942.96
0,44.14,86.59,1,0.68,1,0,4854.32,2913.5
1,8.41,12.23,0,0.82,1,0,936.62,556.74
1,7.03,11.0,0,0.27,0,0,831.93,500.51
1,11.74,20.03,1,0.2,1,1,1636.79,980.56
0,15.46,28.56,0,0.88,1,1,1979.73,1183.29
0,4.03,5.13,0,0.01,1,0,400.96,240.19
1,7.67,11.02,0,0.26,1,1,1163.2,703.02
1,17.23,31.79,0,0.41,1,1,2262.85,1357.01
1,8.26,13.03,0,0.67,0,0,954.28,582.27
1,37.75,72.04,1,1.0,1,0,4198.1,2523.61
1,10.27,17.78,1,0.37,1,0,1197.04,715.48
0,7.96,11.29,0,0.95,1,1,1087.37,650.53
1,20.84,37.44,1,0.37,1,0,2316.39,1400.56
0,34.82,67.55,0,0.7,1,1,4117.62,2469.89
1,16.34,28.59,1,0.17,1,0,1825.11,1096.89
1,28.16,53.68,1,0.46,1,1,3468.91,2084.46
0,40.25,78.14,1,0.87,1,0,4405.95,2634.95
1,6.7,10.51,0,0.32,1,1,1100.97,653.03
0,21.8,41.26,1,0.11,1,1,2678.38,1612.31
0,5.07,7.02,0,0.52,1,0,513.64,302.95
0,17.51,32.69,0,0.44,1,1,2206.01,1324.67
0,10.92,19.98,0,0.23,1,1,1498.19,892.37
0,27.48,51.75,0,0.91,1,1,3280.05,1967.39
0,26.46,49.46,0,0.6,1,0,2856.97,1715.25
1,17.43,31.64,0,0.35,1,0,1970.5,1172.0
1,15.07,26.04,0,1.0,0,0,1685.3,1011.45
1,17.8,32.6,1,0.14,1,0,2018.18,1211.45
0,12.97,23.06,0,0.85,1,1,1690.51,1012.96
1,11.92,21.61,0,0.23,1,1,1693.15,1011.39
1,31.97,61.99,0,0.24,0,0,3610.38,2164.35
0,39.65,77.16,0,0.5,1,1,4646.68,2787.13
1,10.22,18.48,0,0.66,1,0,1214.88,738.55
0,13.52,25.57,1,0.69,1,1,1792.59,1075.95
1,14.41,25.09,1,0.02,1,1,1922.39,1152.11
0,4.24,6.12,0,0.29,1,1,742.58,445.94
0,8.47,15.79,0,0.66,1,1,1249.33,752.72
1,42.93,82.68,0,0.89,1,0,4777.3,2868.32
0,7.9,11.94,0,0.67,1,1,1099.89,663.18
0,56.34,110.06,1,0.27,1,1,6469.45,3885.69
1,25.0,48.5,0,0.51,1,1,3153.86,1886.01
1,16.19,30.52,1,0.65,1,1,2175.82,1309.07
1,16.59,31.77,1,0.14,1,1,2232.77,1341.58
0,6.27,10.15,0,0.54,1,1,971.14,580.57
0,10.2,18.09,0,0.47,1,1,1402.65,843.12
1,31.41,60.86,0,0.34,1,1,3847.2,2308.77
0,7.68,13.3,0,0.62,1,1,1130.48,679.18
0,23.43,44.89,0,0.64,1,1,2870.29,1724.04
1,4.37,7.27,1,0.97,1,1,886.73,524.64
0,5.44,8.47,1,0.43,0,0,575.77,346.78
0,42.88,84.39,1,0.53,1,1,5024.09,3018.71
0,14.2,25.35,1,0.16,1,0,1520.78,913.69
0,8.07,13.42,0,0.55,1,0,856.57,510.32
0,31.13,59.63,0,0.04,1,1,3693.89,2213.02
0,27.17,51.81,0,0.15,1,1,3261.65,1958.9
0,22.8,41.57,0,0.17,1,1,2736.82,1647.11
1,10.26,17.0,0,0.63,1,0,1174.22,711.08
1,9.3,16.48,1,0.57,1,1,1413.02,852.64
0,19.72,35.57,0,0.8,1,0,2103.6,1264.72
1,18.24,34.6,0,0.46,1,0,2095.71,1244.71
0,9.0,15.7,1,0.47,1,0,972.61,580.5
0,13.62,24.71,1,0.16,1,1,1769.2,1064.09
0,16.99,30.46,0,0.74,1,1,2114.81,1266.48
1,29.95,57.16,0,0.0,1,1,3662.16,2193.65
1,20.34,38.18,1,0.42,1,1,2613.04,1563.51
1,4.7,6.63,0,0.19,1,1,882.19,539.14
0,9.78,17.43,1,0.77,1,0,1060.49,629.79
0,8.04,12.83,0,0.67,1,1,1136.94,682.1
1,16.88,32.0,1,0.71,1,0,1951.35,1167.17
0,21.79,42.05,1,0.15,1,0,2400.99,1436.28
1,14.48,25.0,1,0.67,1,1,1924.49,1157.75
1,9.5,17.12,0,0.69,1,1,1438.75,868.36
1,16.0,28.66,0,0.0,1,0,1809.65,1079.9
1,14.71,26.86,1,0.32,1,1,1987.41,1193.71
1,8.0,13.61,0,0.09,1,1,1257.66,755.03
1,7.25,9.96,1,0.68,1,1,1112.35,666.15
1,3.09,4.34,1,0.21,1,1,734.3,436.91
0,29.05,53.52,0,0.26,1,0,3108.08,1870.39
1,16.72,31.03,1,0.08,1,1,2214.88,1324.76
0,15.45,27.05,0,0.48,1,1,1934.43,1155.14
0,31.44,59.45,1,0.03,1,1,3705.79,2229.97
0,6.91,10.07,1,0.85,1,0,697.4,419.44
0,4.66,5.77,0,0.03,1,0,456.86,268.21
1,15.5,27.94,0,0.06,1,1,2064.38,1239.24
1,19.52,34.67,1,0.64,1,1,2466.76,1477.93
0,5.09,5.81,0,0.92,1,1,778.94,475.81
0,15.13,28.13,0,0.89,1,0,1652.26,990.15
1,8.64,15.54,1,0.08,1,0,1047.81,631.35
1,8.51,13.94,0,0.29,1,1,1294.1,777.34
1,10.45,17.01,0,0.52,1,1,1483.18,898.1
0,3.83,3.72,0,0.03,1,1,654.3,394.6
1,8.97,15.23,0,0.53,1,0,1055.61,639.15
0,6.79,12.35,1,0.45,1,1,1060.28,639.87
0,17.25,32.29,1,0.59,1,1,2181.27,1306.99
0,12.08,21.54,1,0.92,1,0,1298.76,779.27
0,17.96,33.93,0,0.27,1,1,2267.5,1360.44
0,2.94,3.48,1,0.64,0,0,302.59,178.68
1,8.57,14.21,0,0.43,1,0,1005.17,597.72
0,18.85,33.6,0,0.44,1,1,2300.39,1388.03
0,10.34,18.24,1,0.65,1,0,1113.96,658.07
0,24.32,44.59,0,0.95,0,0,2601.01,1567.26
0,4.62,6.25,0,0.86,1,1,766.79,454.39
1,19.14,36.55,0,0.64,1,0,2203.26,1324.67
0,7.43,12.5,1,0.46,1,1,1094.36,654.69
1,7.13,12.17,1,0.42,1,1,1170.09,694.72
0,24.9,47.24,0,0.79,1,1,3011.45,1813.59
1,26.71,50.97,0,0.22,1,1,3314.36,1977.62
1,26.25,50.11,0,0.59,1,0,2966.0,1783.58
1,49.17,96.85,0,0.5,1,1,5813.56,3489.79
1,30.01,57.44,1,0.65,1,0,3375.92,2030.81
1,7.04,11.29,1,0.19,0,0,843.22,509.06
0,14.0,25.65,1,0.7,1,0,1517.56,913.6
1,9.58,16.59,1,0.63,1,1,1430.14,863.57
1,48.7,94.13,1,0.18,0,0,5407.87,3248.91
1,24.89,47.62,1,0.45,1,0,2822.32,1695.65
0,11.45,20.01,1,0.68,1,1,1523.89,913.66
0,21.94,41.44,1,0.9,1,1,2690.57,1614.2
1,4.97,8.17,0,0.12,1,1,941.47,566.42
0,18.82,34.11,0,0.01,1,0,2015.36,1207.88
0,6.75,11.27,0,0.17,1,0,726.23,446.67
0,5.94,7.76,1,0.99,1,0,582.0,348.77
1,20.55,38.25,0,0.77,1,0,2326.51,1390.16
1,22.64,42.35,1,0.61,1,0,2555.42,1532.65
0,19.36,35.56,1,0.13,1,1,2384.42,1427.46
0,11.04,18.86,0,0.42,1,0,1168.6,710.95
0,5.86,8.79,0,0.72,1,0,609.03,365.9
0,5.44,8.65,1,0.9,1,1,875.95,529.74
1,5.7,10.3,0,0.38,1,1,1044.65,630.37
1,9.36,17.08,0,1.0,1,0,1128.29,681.7
0,23.74,46.07,1,0.14,1,0,2625.22,1576.32
1,23.46,44.5,0,0.39,1,0,2654.05,1590.44
1,3.97,5.86,0,0.88,1,0,524.28,314.8
0,10.58,17.44,0,0.65,1,1,1402.05,836.1
0,7.2,12.03,1,0.81,1,1,1070.25,642.4
1,2.66,3.35,1,0.91,1,0,384.05,239.4
0,19.71,36.87,0,0.51,1,0,2140.92,1288.23
1,10.09,18.09,1,0.23,1,1,1496.83,898.57
0,10.61,18.76,1,0.69,1,1,1442.11,876.32
1,33.3,62.78,1,0.56,1,1,3999.1,2397.41
1,12.87,23.52,1,0.77,1,1,1798.31,1081.7
1,10.17,16.58,1,0.51,1,0,1157.68,693.1
1,19.32,35.73,1,0.81,1,0,2187.2,1311.29
1,34.37,64.37,0,0.9,1,0,3799.81,2281.86
1,14.9,27.32,0,0.75,1,1,2014.33,1212.48
0,18.63,35.12,0,0.74,1,1,2335.36,1401.2
0,11.45,19.99,1,0.59,1,1,1521.57,909.76
1,10.78,19.02,0,0.47,1,1,1560.94,946.73
1,15.18,27.45,0,0.97,1,1,2033.03,1221.32
0,6.76,11.56,0,0.65,1,0,734.77,435.68
0,8.59,13.65,0,0.84,1,0,887.74,527.53
1,34.99,66.86,0,0.51,1,1,4205.24,2534.1
0,50.95,99.18,1,0.55,1,1,5876.23,3539.06
0,36.42,69.7,1,0.66,1,1,4258.85,2557.99
1,5.02,7.94,1,0.73,0,0,640.42,381.18
1,5.77,8.4,1,0.45,1,0,690.77,416.12
0,5.69,8.57,1,0.36,1,0,590.58,352.82
0,15.68,27.24,0,0.24,1,0,1651.01,993.47
0,1.75,2.47,0,0.42,0,0,211.91,128.9
0,8.75,15.0,0,0.21,1,1,1238.34,743.84
1,36.13,69.65,1,0.42,1,1,4347.61,2609.15
1,22.43,42.82,0,0.87,1,1,2857.4,1714.34
0,8.18,14.5,1,0.98,1,0,893.67,540.95
0,8.66,14.78,1,0.58,1,1,1225.05,735.07
0,18.79,34.75,0,0.15,1,1,2330.49,1409.57
1,23.4,43.73,0,0.43,1,0,2634.86,1591.66
0,9.08,14.89,1,0.6,1,1,1253.33,751.11
1,9.9,17.22,1,0.37,1,1,1462.73,876.83
1,7.7,13.45,0,0.21,1,1,1242.0,745.95
1,4.76,7.43,1,0.23,1,1,910.36,544.0
1,9.84,17.71,1,0.47,1,0,1174.41,708.9
0,9.64,17.46,1,0.22,1,1,1355.99,820.51
1,6.66,9.48,0,0.25,1,1,1068.4,648.46
0,19.5,36.4,0,0.87,1,0,2117.36,1269.38
1,16.09,30.56,0,0.78,1,1,2172.35,1303.3
0,25.07,45.96,1,0.06,1,1,2982.3,1780.42
1,7.73,12.82,1,0.32,1,1,1224.71,732.54
0,4.3,5.92,1,0.53,1,1,741.7,441.36
1,16.26,30.74,1,0.06,1,0,1885.36,1125.68
0,7.19,12.58,1,0.68,1,1,1087.69,651.18
1,6.26,10.35,1,0.38,1,1,1073.76,643.72
0,6.11,8.91,0,0.4,1,1,922.03,554.1
0,9.57,16.55,0,0.27,1,1,1325.06,802.83
1,35.29,67.97,1,0.33,1,1,4253.66,2559.02
1,8.63,14.83,1,0.86,1,1,1325.81,790.86
0,6.74,9.64,0,0.79,1,0,677.15,408.43
1,19.46,35.9,0,0.94,1,1,2499.3,1496.58
1,12.77,23.28,0,0.7,1,1,1787.92,1074.49
1,3.48,4.3,0,0.58,1,0,452.0,277.76
0,19.34,36.34,1,0.26,1,1,2407.19,1442.88
0,72.37,140.67,0,0.67,1,1,8188.91,4909.41
1,2.55,3.25,0,0.91,1,0,380.0,228.26
0,6.79,10.27,1,0.07,1,0,697.07,424.84
1,3.5,2.74,0,0.44,1,1,707.23,435.36
0,11.7,20.76,0,0.15,1,0,1256.41,750.77
0,22.66,43.13,0,0.81,1,1,2777.74,1668.3
1,13.81,24.26,0,0.61,1,0,1569.75,943.22
1,32.86,62.91,0,0.88,1,1,3981.66,2382.89
1,21.6,41.07,1,0.06,1,0,2464.13,1471.1
0,39.71,77.01,0,0.91,1,1,4645.52,2789.94
0,26.78,51.7,1,0.07,0,0,2940.52,1762.43
0,8.91,15.46,0,0.29,1,0,958.99,568.39
0,12.36,22.72,1,0.16,1,0,1350.48,813.72
1,6.74,10.7,1,0.15,1,1,1107.82,666.0
1,11.3,19.9,0,0.17,1,1,1611.89,968.19
0,11.58,21.48,1,0.48,1,1,1571.97,938.7
1,10.5,19.01,0,0.78,0,0,1246.67,739.47
0,30.39,58.21,0,0.9,1,1,3615.73,2167.45
1,9.75,17.46,1,0.57,1,1,1461.4,878.08
0,6.32,10.58,1,0.16,1,0,683.45,406.52
1,6.53,10.81,1,0.08,1,0,800.25,474.66
0,19.55,35.62,1,0.49,1,0,2097.15,1256.43
0,4.25,7.32,1,0.77,0,0,483.37,290.19
0,13.33,22.63,1,0.62,1,1,1695.26,1025.23
0,36.77,70.21,0,0.58,1,0,3996.41,2398.6
0,14.48,26.82,0,0.05,1,1,1877.67,1120.27
0,10.82,19.76,0,0.41,1,1,1483.46,880.97
0,12.47,22.35,0,0.55,1,0,1341.51,792.64
1,5.87,9.31,0,0.6,1,1,1022.86,616.42
0,6.68,11.26,1,0.0,0,0,726.83,430.83
1,10.81,18.08,0,0.2,0,0,1232.51,742.0
0,17.82,31.71,1,0.95,1,1,2192.27,1322.26
1,21.54,40.95,0,0.51,1,1,2755.89,1657.49
1,12.86,23.33,1,0.7,1,1,1790.66,1074.26
0,33.54,63.41,1,0.31,1,0,3628.63,2186.42
1,37.46,71.54,0,0.59,1,1,4469.39,2680.33
0,19.13,36.8,1,0.36,1,0,2110.35,1261.7
1,37.93,72.09,0,0.3,1,1,4509.82,2708.56
1,6.57,10.28,1,0.41,1,1,1085.41,656.11
0,6.28,9.33,0,0.46,1,0,643.5,373.17
0,16.21,30.43,0,0.33,1,0,1773.79,1069.82
0,4.92,7.85,1,0.26,0,0,531.02,310.49
0,9.74,17.09,1,0.62,0,0,1049.61,619.51
1,19.63,36.1,0,0.38,1,1,2516.79,1509.36
0,30.36,58.63,1,0.2,1,1,3628.94,2173.05
0,11.18,19.91,0,0.76,1,0,1206.91,726.23
0,7.46,12.68,0,0.72,1,1,1102.1,664.04
0,14.38,26.1,0,0.89,1,0,1552.97,933.32
0,6.0,9.63,0,0.56,1,0,638.72,389.36
1,12.11,20.42,1,0.28,1,0,1370.27,820.59
0,11.36,20.09,1,0.86,1,1,1521.18,915.55
1,11.96,21.43,0,0.28,1,1,1690.05,1006.68
0,11.92,21.74,1,0.66,1,0,1297.69,783.41
0,5.98,10.78,0,0.19,1,1,971.86,581.61
1,7.31,11.71,0,0.63,1,1,1165.98,699.17
0,8.31,13.73,1,0.84,1,1,1177.99,706.08
0,3.94,6.03,0,0.54,0,0,427.73,256.14
1,13.9,26.08,0,0.47,1,0,1626.3,973.93
0,22.13,41.62,1,0.99,1,0,2405.34,1432.38
0,23.24,43.95,1,0.02,0,0,2530.6,1524.56
1,9.34,17.01,0,0.33,1,0,1123.99,671.14
1,6.92,11.55,0,0.92,1,0,841.99,503.32
0,18.46,35.24,0,0.64,0,0,2027.92,1215.79
